Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
Bank of New York Mellon,Google API,https://news.stocktradersdaily.com/news_release/1/Bank+Of+New+York+Mellon+BK+Buy+and+Sell+Signals_110721014501.html,b'Bank Of New York Mellon BK Buy and Sell Signals',b'Buy and Sell Signals for Bank Of New York Mellon BK that help investors manage their investment in BK.',b'Buy and Sell Signals for Bank Of New York Mellon BK that help investors manage their investment in BK.',neutral,0.0,0.99,0.01,neutral,0.12,0.87,0.01,True,English,2021-11-07,news.stocktradersdaily.com,,
Bank of New York Mellon,Google API,https://www.marketwatch.com/story/bank-of-new-york-mellon-corp-stock-underperforms-friday-when-compared-to-competitors-01636144840-dbf296c32001,b'Bank of New York Mellon Corp. stock underperforms Friday when compared to competitors',"b'Shares of Bank of New York Mellon Corp. slid 0.41% to $58.82 Friday, on what proved to be an all-around great trading session for the stock market,...'","b'Shares of Bank of New York Mellon Corp. slid 0.41% to $58.82 Friday, on what proved to be an all-around great trading session for the stock market,...'",negative,0.0,0.02,0.98,positive,0.86,0.14,0.0,True,English,2021-11-05,marketwatch.com,,
Bank of New York Mellon,Google API,https://www.americanbanker.com/payments/news/big-banks-let-merchants-offer-real-time-bill-pay-to-consumers,b'Big banks let merchants offer real-time bill pay to consumers',"b'Citigroup, BNY Mellon, JPMorgan Chase and PNC are each working to enable wireless providers, public utilities and other companies to instantly receive funds...'","b'Citigroup, BNY Mellon, JPMorgan Chase and PNC are each working to enable wireless providers, public utilities and other companies to instantly receive funds...'",neutral,0.03,0.94,0.03,neutral,0.05,0.94,0.01,True,English,2021-11-05,americanbanker.com,,
Bank of New York Mellon,Google API,https://www.ft.com/content/bc6ca364-9d1e-43e6-ad1f-d0e44be4f0ea,b'BNY Mellon cuts ties with controversial Adani coal mine',"b""BNY Mellon has cut ties with one of the world's most controversial coal mines, after Financial Times reporting revealed the bank's Australian subsidiary was...""","b""BNY Mellon has cut ties with one of the world's most controversial coal mines, after Financial Times reporting revealed the bank's Australian subsidiary was...""",neutral,0.02,0.63,0.35,negative,0.02,0.2,0.78,True,English,2021-11-05,ft.com,,
Bank of New York Mellon,Bing API,https://dbtnews.com/2021/11/05/the-bank-of-new-york-mellon-corporation-bk-moved-down-1-71-why-its-important/,b'The Bank of New York Mellon Corporation [BK] moved down -1.71: Why It\xe2\x80\x99s Important',"b'BK] plunged by -$1.03 during the normal trading session on Thursday and reaching a high of $60.01 during the day while it closed the day at $59.06. The company report on November 2, 2021 that BNY Mellon Wealth Management Named Tim Sanville Principal,'","b'BK] plunged by -$1.03 during the normal trading session on Thursday and reaching a high of $60.01 during the day while it closed the day at $59.06. The company report on November 2, 2021 that BNY Mellon Wealth Management Named Tim Sanville Principal,'",neutral,0.02,0.95,0.03,neutral,0.15,0.84,0.01,True,English,2021-11-05,dbtnews.com,,
Bank of New York Mellon,Bing API,https://www.theguardian.com/business/2021/nov/05/us-bank-bny-mellon-cuts-ties-with-adanis-carmichael-coalmine,b'US bank BNY Mellon cuts ties with Adani\xe2\x80\x99s Carmichael coalmine',"b'Bank says Queensland mine and rail line do not fit in with its environmental, social and governance principles'","b'Bank says Queensland mine and rail line do not fit in with its environmental, social and governance principles'",neutral,0.0,1.0,0.0,negative,0.01,0.36,0.63,True,English,2021-11-05,theguardian.com,,
Bank of New York Mellon,Twitter API,Twitter,"b""BNYMellon Bank of New York Mellon don't fund Adani's reef wrecking coal project!""",b'nan',"b""BNYMellon Bank of New York Mellon don't fund Adani's reef wrecking coal project!""",negative,0.01,0.27,0.72,negative,0.01,0.27,0.72,True,English,2021-11-07,Unknown,,
Bank of New York Mellon,Twitter API,Twitter,b'Bank Of New York Mellon BK Buy and Sell Signals: Stock Traders Daily has produced this trading report using a propr\xe2\x80\xa6',b'nan',b'Bank Of New York Mellon BK Buy and Sell Signals: Stock Traders Daily has produced this trading report using a propr\xe2\x80\xa6',neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,2021-11-07,Unknown,,
Bank of New York Mellon,Twitter API,Twitter,b'$BK | Bank Of New York Mellon $BK Buy and Sell Signals (BK)',b'nan',b'$BK | Bank Of New York Mellon $BK Buy and Sell Signals (BK)',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,2021-11-07,Unknown,,
Bank of New York Mellon,Twitter API,Twitter,"b'TrollEvent: TrendilatorA Top  is greater than 3, TrendilatorA Top  is greater than 3; From $BK, Bank of New York Mellon \xe2\x8c\x98 NYSE:BK. US$ TrollView Le\xe2\x80\xa6'",b'nan',"b'TrollEvent: TrendilatorA Top  is greater than 3, TrendilatorA Top  is greater than 3; From $BK, Bank of New York Mellon \xe2\x8c\x98 NYSE:BK. US$ TrollView Le\xe2\x80\xa6'",negative,0.07,0.22,0.71,negative,0.07,0.22,0.71,True,English,2021-11-06,Unknown,,
Bank of New York Mellon,Twitter API,Twitter,b'Another win! The Bank of New York Mellon has cut ties with Adani and its Carmichael Project. Well done everyone who\xe2\x80\xa6',b'nan',b'Another win! The Bank of New York Mellon has cut ties with Adani and its Carmichael Project. Well done everyone who\xe2\x80\xa6',positive,0.94,0.05,0.01,positive,0.94,0.05,0.01,True,English,2021-11-06,Unknown,,
Bank of New York Mellon,Twitter API,Twitter,b'Bank of New York Mellon UK Regulatory Announcement: FRN Variable Rate Fix',b'nan',b'Bank of New York Mellon UK Regulatory Announcement: FRN Variable Rate Fix',neutral,0.23,0.75,0.02,neutral,0.23,0.75,0.02,True,English,2021-11-05,Unknown,,
