Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
Credit Suisse,Google API,https://etfdailynews.com/news/sanofi-epasan-pt-set-at-96-00-by-credit-suisse-group/,b'Sanofi (EPA:SAN) PT Set at \xe2\x82\xac96.00 by Credit Suisse Group',"b'Credit Suisse Group set a \xe2\x82\xac96.00 ($109.09) price target on Sanofi (EPA:SAN) in a research note published on Thursday morning, Borsen Zeitung reports.'","b'Credit Suisse Group set a \xe2\x82\xac96.00 ($109.09) price target on Sanofi (EPA:SAN) in a research note published on Thursday morning, Borsen Zeitung reports.'",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,2021-12-05,etfdailynews.com,,
Credit Suisse,Google API,https://www.finews.asia/finance/35887-credit-suisse-greensill-sunflower-wealth-management-supply-chain-asia-apac,b'Credit Suisse Deliberates Greensill \xc2\xabFull Monty\xc2\xbb',"b'The Swiss bank is weighing how public to go with the findings of its own review of the $10.1 billion supply chain fund blow-up, as it struggles to appease...'","b'The Swiss bank is weighing how public to go with the findings of its own review of the $10.1 billion supply chain fund blow-up, as it struggles to appease...'",neutral,0.07,0.9,0.03,negative,0.0,0.11,0.89,True,English,2021-12-05,finews.asia,,
Credit Suisse,Google API,https://thejapanherald.com/news/125962/financial-sponsor-syndicated-loans-market-jpmorgan-barclays-goldman-sachs-credit-suisse-bank-of-america-merrill-lynch-etc/,"b'Financial Sponsor Syndicated Loans Market: JPMorgan, Barclays, Goldman Sachs, Credit Suisse, Bank Of America ...'","b'\xef\xbb\xbfThe current market scenario states that, the Financial Sponsor Syndicated Loans Market is experiencing a tremendous shift, challenges, and opportunities in...'","b'\xef\xbb\xbfThe current market scenario states that, the Financial Sponsor Syndicated Loans Market is experiencing a tremendous shift, challenges, and opportunities in...'",neutral,0.0,1.0,0.0,neutral,0.11,0.88,0.01,True,English,2021-12-05,thejapanherald.com,,
Credit Suisse,Google API,https://www.marketbeat.com/instant-alerts/nyse-cs-options-data-report-2021-12/,b'Credit Suisse Group AG (NYSE:CS) Short Interest Up 19.6% in November',"b'Credit Suisse Group AG (NYSE:CS) was the recipient of a large increase in short interest in November. As of November 15th, there was short interest...'","b'Credit Suisse Group AG (NYSE:CS) was the recipient of a large increase in short interest in November. As of November 15th, there was short interest...'",neutral,0.0,1.0,0.0,negative,0.05,0.38,0.57,True,English,2021-12-04,marketbeat.com,,
Credit Suisse,Google API,https://thejapanherald.com/uncategorized/123735/structured-finance-market-in-depth-analysis-bank-of-america-merrill-lynch-barclays-citigroup-credit-suisse-deutsche-bank-goldman-sachs/,"b'Structured Finance Market In-Depth Analysis | Bank of America Merrill Lynch, Barclays, Citigroup, Credit Suisse ...'",b'The Global Structured Finance Market from 2021 to 2030 report by Courant Market Research investigates previous and current growth prospects and trends to...',b'The Global Structured Finance Market from 2021 to 2030 report by Courant Market Research investigates previous and current growth prospects and trends to...',neutral,0.01,0.98,0.01,neutral,0.07,0.93,0.0,True,English,2021-12-04,thejapanherald.com,,
Credit Suisse,Google API,https://etfdailynews.com/news/easyjet-lonezj-given-a-gbx-709-price-target-at-credit-suisse-group/,b'easyJet (LON:EZJ) Given a GBX 709 Price Target at Credit Suisse Group',"b'Credit Suisse Group set a GBX 709 ($9.26) target price on easyJet (LON:EZJ) in a research note issued to investors on Tuesday morning, Borsen Zeitung...'","b'Credit Suisse Group set a GBX 709 ($9.26) target price on easyJet (LON:EZJ) in a research note issued to investors on Tuesday morning, Borsen Zeitung...'",positive,0.97,0.03,0.0,neutral,0.04,0.96,0.0,True,English,2021-12-04,etfdailynews.com,,
Credit Suisse,Google API,https://www.fxstreet.com/news/usd-jpy-break-above-11370-96-to-clear-the-way-for-a-move-back-to-11542-52-highs-credit-suisse-202112031321,b'USD/JPY: Break above 113.70/96 to clear the way for a move back to 115.42/52 highs \xe2\x80\x93 Credit Suisse',b'',b'USD/JPY: Break above 113.70/96 to clear the way for a move back to 115.42/52 highs \xe2\x80\x93 Credit Suisse',neutral,0.02,0.96,0.02,neutral,0.02,0.96,0.02,True,English,2021-12-04,fxstreet.com,,
Credit Suisse,Google API,https://www.investing.com/news/credit-suisse-stick-to-their-buy-rating-for-zurich-insurance-group-ltd-2699458,b'Credit Suisse Stick to Their Buy Rating for Zurich Insurance Group Ltd By Investing.com',"b'Credit Suisse (SIX:CSGN) analyst Iain Pearce maintained a Buy rating on Zurich Insurance Group (OTC:ZFSVF) Ltd on Friday, setting a price target of CHF445,...'","b'Credit Suisse (SIX:CSGN) analyst Iain Pearce maintained a Buy rating on Zurich Insurance Group (OTC:ZFSVF) Ltd on Friday, setting a price target of CHF445,...'",neutral,0.02,0.97,0.01,neutral,0.01,0.99,0.0,True,English,2021-12-03,investing.com,,
Credit Suisse,Google API,https://www.marketscreener.com/quote/stock/AXA-4615/news/AXA-Receives-a-Buy-rating-from-Credit-Suisse-37208275/,b'AXA : Receives a Buy rating from Credit Suisse',"b'In a research note published by Iain Pearce, Credit Suisse advises its customers to buy the stock. The target price remains set at EUR 26.'","b'In a research note published by Iain Pearce, Credit Suisse advises its customers to buy the stock. The target price remains set at EUR 26.'",neutral,0.01,0.96,0.03,neutral,0.01,0.98,0.01,True,English,2021-12-03,marketscreener.com,,
Credit Suisse,PyNews API,https://www.reuters.com/business/finance/eu-fines-barclays-rbs-hsbc-credit-suisse-344-mln-euros-forex-cartel-2021-12-02/,"b'Barclays, RBS, HSBC, Credit Suisse fined 344 mln euros for forex cartel - Reuters'","b'European Union antitrust regulators fined Barclays <a href="""" target=""_blank"">(BARC.L)</a>, Credit Suisse <a href="""" target=""_blank"">(CSGN.S)</a>, HSBC <a href=""\xe2\x80\xa6'","b'European Union antitrust regulators fined Barclays <a href="""" target=""_blank"">(BARC.L)</a>, Credit Suisse <a href="""" target=""_blank"">(CSGN.S)</a>, HSBC <a href=""\xe2\x80\xa6'",neutral,0.01,0.8,0.19,neutral,0.01,0.84,0.15,True,English,2021-12-02,reuters.com,,
