Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
HSBC,Google API,https://www.ft.com/content/0805f0df-d75b-48e0-bfe5-966c61067895,b'Former HSBC boss John Flint to run new UK infrastructure bank',"b'A former HSBC chief executive has been appointed the first head of the UK Infrastructure Bank, a state lender designed to channel billions of pounds into ...'","b'A former HSBC chief executive has been appointed the first head of the UK Infrastructure Bank, a state lender designed to channel billions of pounds into ...'",neutral,0.01,0.99,0.0,neutral,0.0,1.0,0.0,True,English,2021-09-01,ft.com,,
HSBC,Google API,https://www.reuters.com/business/finance/uk-names-former-hsbc-ceo-head-new-infrastructure-bank-2021-09-01/,b'UK names former HSBC CEO to head new infrastructure bank',"b'LONDON, Sept 1 (Reuters) - Former HSBC chief executive John Flint will become the first head of a new state bank designed to promote infrastructure ...'","b'LONDON, Sept 1 (Reuters) - Former HSBC chief executive John Flint will become the first head of a new state bank designed to promote infrastructure ...'",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,2021-09-01,reuters.com,,
HSBC,Google API,https://www.cityam.com/former-hsbc-boss-john-flint-lands-uk-infrastructure-bank-top-job/,b'Former HSBC boss John Flint lands UK Infrastructure Bank ...',"b'John Flint, the former CEO of HSBC, has been appointed as the first chief executive officer of the new government-backed UK Infrastructure Bank.'","b'John Flint, the former CEO of HSBC, has been appointed as the first chief executive officer of the new government-backed UK Infrastructure Bank.'",neutral,0.01,0.99,0.0,neutral,0.0,1.0,0.0,True,English,2021-09-01,cityam.com,,
HSBC,Google API,https://www.livemint.com/industry/banking/hsbc-appoints-former-sbi-chairman-rajnish-kumar-as-independent-director-11630317572593.html,b'HSBC appoints former SBI chairman Rajnish Kumar as independent director',b'Mumbai: The Hongkong and Shanghai Banking Corporation Limited (HSBC) on Monday said it has appointed former State Bank of India (SBI) chairman Rajnish Kumar ...',b'Mumbai: The Hongkong and Shanghai Banking Corporation Limited (HSBC) on Monday said it has appointed former State Bank of India (SBI) chairman Rajnish Kumar ...',neutral,0.01,0.99,0.0,neutral,0.0,0.99,0.01,True,English,2021-08-30,livemint.com,,
HSBC,Google API,https://www.straitstimes.com/sport/rugby-hsbc-singapore-sevens-cancelled-for-second-straight-year-due-to-covid-19,b'Rugby: HSBC Singapore Sevens cancelled for second ...',"b'SINGAPORE - The HSBC Singapore Rugby Sevens has been cancelled for the second year in a row due to Covid-19, Sport Singapore said on Friday (Sept 3).'","b'SINGAPORE - The HSBC Singapore Rugby Sevens has been cancelled for the second year in a row due to Covid-19, Sport Singapore said on Friday (Sept 3).'",negative,0.0,0.09,0.91,negative,0.0,0.02,0.98,True,English,2021-09-03,straitstimes.com,,
HSBC,Google API,https://www.skysports.com/golf/news/12176/12396028/wgc-hsbc-champions-cancelled-for-second-consecutive-season-due-to-coronavirus-pandemic,b'WGC-HSBC Champions cancelled for second consecutive ...',b'',b'WGC-HSBC Champions cancelled for second consecutive ...',negative,0.0,0.04,0.96,negative,0.0,0.04,0.96,True,English,2021-08-31,skysports.com,,
HSBC,Google API,https://www.flightglobal.com/air-transport/china-international-travel-to-remain-frozen-until-next-year-hsbc/145310.article,b'China international travel to remain frozen until next year: HSBC',"b""In a research note dated 1 September, HSBC Global Research analysts add that the 'Big Three' \xe2\x80\x94 comprising Air China, China Eastern Airlines and China ...""","b""In a research note dated 1 September, HSBC Global Research analysts add that the 'Big Three' \xe2\x80\x94 comprising Air China, China Eastern Airlines and China ...""",neutral,0.02,0.96,0.02,negative,0.0,0.09,0.91,True,English,2021-09-02,flightglobal.com,,
HSBC,Google API,https://www.moneysavingexpert.com/news/2021/09/thousands-of-hsbc-customers-to-be-affected-as-bank-reveals-chari/,b'Thousands of HSBC clubs and community bank account holders face being moved to a new account from November ...',"b""The key difference between the two accounts is the monthly fee. The table below details the key differences between HSBC's Clubs and Community and Charity ...""","b""The key difference between the two accounts is the monthly fee. The table below details the key differences between HSBC's Clubs and Community and Charity ...""",neutral,0.01,0.99,0.0,negative,0.0,0.0,1.0,True,English,2021-09-03,moneysavingexpert.com,,
HSBC,PyNews API,https://www.reuters.com/business/finance/uk-names-former-hsbc-ceo-head-new-infrastructure-bank-2021-09-01/,b'UK names former HSBC CEO to head new infrastructure bank - Reuters',"b""Former HSBC chief executive John Flint will become the first head of a new state bank designed to promote infrastructure investment, Britain's finance ministry said on Wednesday.""","b""LONDON, Sept 1 (Reuters) - Former HSBC chief executive John Flint will become the first head of a new state bank designed to promote infrastructure investment, Britain's finance ministry said on Wedn\xe2\x80\xa6 [+590 chars]""",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,2021-09-01,reuters.com,,
HSBC,PyNews API,https://www.businessinsider.com/hsbc-uk-head-of-digital-matt-turner-on-mobile-experience-2021-8,"b""An unlikely banker applies an outsider's perspective to digital""","b""Matt Turner, head of digital at HSBC UK, looks at what's next for HSBC's mobile experience, personalization, and embedded banking.""","b'Matt Turner, head of digital at HSBC UK, has ""jumped industries many times,"" holding leadership positions at both multinational companies and startups, many of them sitting in the marketing spaceincl\xe2\x80\xa6 [+2186 chars]'",neutral,0.1,0.78,0.12,neutral,0.0,0.99,0.01,True,English,2021-09-01,businessinsider.com,,
HSBC,PyNews API,https://www.reuters.com/world/middle-east/first-abu-dhabi-bank-expected-sell-250-mln-pounds-5-year-bonds-document-2021-08-31/,b'First Abu Dhabi Bank expected to sell 250 mln pounds in 5-year bonds - document - Reuters',"b'First Abu Dhabi Bank <a href="""" target=""_blank"">(FAB.AD)</a> is expected to sell 250 million pounds ($344.38 million) in five-year bonds, a document showed on Tuesday.'","b'DUBAI, Aug 31 (Reuters) - First Abu Dhabi Bank (FAB.AD) is expected to sell 250 million pounds ($344.38 million) in five-year bonds, a document showed on Tuesday.\rFAB, HSBC (HSBA.L), Standard Charte\xe2\x80\xa6 [+361 chars]'",neutral,0.0,1.0,0.0,positive,0.96,0.04,0.0,True,English,2021-09-01,reuters.com,,
HSBC,PyNews API,https://finance.yahoo.com/news/peking-university-hsbc-business-school-133800483.html,"b'Peking University HSBC Business School and Cambridge Judge Business School announce Cooperative Programme for delivery of their own programmes in Shenzhen, China - Yahoo Finance'","b'Peking University HSBC Business School and Cambridge Judge Business School announce Cooperative Programme for delivery of their own programmes in Shenzhen, China\xc2\xa0\xc2\xa0Yahoo Finance'","b'SHENZHEN, China, Aug. 30, 2021 /PRNewswire/ -- On August 27, Peking University HSBC Business School and the University of Cambridge Judge Business School announced a Cooperative Programme in Shenzhen\xe2\x80\xa6 [+3793 chars]'",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,2021-09-01,finance.yahoo.com,,
HSBC,PyNews API,https://finance.yahoo.com/news/peking-university-hsbc-business-school-151200580.html,"b'Peking University HSBC Business School and Cambridge Judge Business School announce Cooperative Programme for delivery of their own programmes in Shenzhen, China - Yahoo Finance'","b'Peking University HSBC Business School and Cambridge Judge Business School announce Cooperative Programme for delivery of their own programmes in Shenzhen, China\xc2\xa0\xc2\xa0Yahoo Finance'","b'SHENZHEN, China, Aug. 30, 2021 /PRNewswire/ -- On August 27, Peking University HSBC Business School and the University of Cambridge Judge Business School announced a Cooperative Programme in Shenzhen\xe2\x80\xa6 [+3582 chars]'",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,2021-09-01,finance.yahoo.com,,
HSBC,PyNews API,https://finance.yahoo.com/news/burger-king-biggest-franchisee-picks-084807130.html,b'Burger King\xe2\x80\x99s Biggest Franchisee Picks Turkey IPO Banks',b'(Bloomberg) -- The largest global franchisee of Restaurant Brands International Inc. has picked Citigroup Inc. and HSBC Holdings Plc for an initial public...',b'(Bloomberg) -- The largest global franchisee of Restaurant Brands International Inc. has picked Citigroup Inc. and HSBC Holdings Plc for an initial public offering of its Chinese and Turkish outlets \xe2\x80\xa6 [+1841 chars]',neutral,0.02,0.97,0.01,neutral,0.0,1.0,0.0,True,English,2021-09-01,finance.yahoo.com,,
HSBC,PyNews API,https://finance.yahoo.com/news/goldman-hires-citigroup-hsbc-bankers-081354959.html,"b'Goldman Hires Citigroup, HSBC Bankers Amid Deal Surge in Mideast'",b'(Bloomberg) -- Goldman Sachs Group Inc. is hiring bankers from rival firms Citigroup Inc. and HSBC Holdings Plc as the U.S. lender seeks to expand its...',b'(Bloomberg) --\rGoldman Sachs Group Inc. is hiring bankers from rival firms Citigroup Inc. and HSBC Holdings Plc as the U.S. lender seeks to expand its business in the Middle East amid a surge in dea\xe2\x80\xa6 [+2578 chars]',neutral,0.01,0.98,0.01,neutral,0.0,0.99,0.01,True,English,2021-09-01,finance.yahoo.com,,
HSBC,Bing API,https://www.taipeitimes.com/News/editorials/archives/2021/09/06/2003763867,b'CEOs are dooming business travel \xe2\x80\x94 maybe for good',"b'Business travel as it was before the COVID-19 pandemic is a thing of the past. From Pfizer, Michelin and LG Electronics to HSBC Holdings, Hershey, Invesco and Deutsche Bank, businesses around the world are signaling that innovative communications tools are making many business trips obsolete.'","b'Business travel as it was before the COVID-19 pandemic is a thing of the past. From Pfizer, Michelin and LG Electronics to HSBC Holdings, Hershey, Invesco and Deutsche Bank, businesses around the world are signaling that innovative communications tools are making many business trips obsolete.'",negative,0.01,0.0,0.99,neutral,0.01,0.73,0.26,True,English,2021-09-05,taipeitimes.com,,
HSBC,Bing API,https://www.express.co.uk/finance/personalfinance/1486667/HSBC-warning-club-community-bank-account-holders-charitable-savings-UK-2021,b'HSBC warning as thousands of customers could be moved to a \xc2\xa360 per year account',"b'HSBC has issued an update on its bank accounts which could see thousands of customers moved across to an account which has a cost of \xc2\xa360 per year. But why is this happening, and what steps can Britons take next on the matter?'","b'HSBC has issued an update on its bank accounts which could see thousands of customers moved across to an account which has a cost of \xc2\xa360 per year. But why is this happening, and what steps can Britons take next on the matter?'",negative,0.0,0.03,0.97,neutral,0.01,0.8,0.19,True,English,2021-09-05,express.co.uk,,
HSBC,Bing API,https://www.kentonline.co.uk/canterbury/news/extinction-rebellion-stage-protest-outside-banks-253423/,b'Extinction Rebellion stage protests outside Barclays and HSBC bank branches in Canterbury',b'Eco-protestors protested on the high street against banks funding damaging fossil fuels which they say exacerbates the climate crisis.',b'Eco-protestors protested on the high street against banks funding damaging fossil fuels which they say exacerbates the climate crisis.',negative,0.0,0.03,0.97,negative,0.0,0.0,1.0,True,English,2021-09-05,kentonline.co.uk,,
HSBC,Bing API,https://au.finance.yahoo.com/news/goldman-hires-citigroup-hsbc-bankers-081354959.html,"b'Goldman Hires Citigroup, HSBC Bankers as Mideast Deals Surge'",b'Goldman Sachs Group Inc. is hiring bankers from rival firms Citigroup Inc. and HSBC Holdings Plc as the U.S. lender seeks to expand its business in the Middle East amid a surge in deals from the region.',b'Goldman Sachs Group Inc. is hiring bankers from rival firms Citigroup Inc. and HSBC Holdings Plc as the U.S. lender seeks to expand its business in the Middle East amid a surge in deals from the region.',neutral,0.01,0.97,0.02,neutral,0.0,0.98,0.02,True,English,2021-09-05,au.finance.yahoo.com,,
HSBC,Bing API,https://www.zawya.com/uae/en/business/story/Goldman_hires_Citi_banker_as_cohead_of_investment_banking_in_MENA__sources-TR20210905nL8N2Q7057X1/,b'Goldman hires Citi banker as co-head of investment banking in MENA - sources',"b'Goldman has also hired Omar AlZaim from HSBC as head of investment banking for Saudi Arabia, one of the sources said. Goldman Sachs and HSBC did not immediately respond to requests for comment. Citi declined to comment. Bloomberg reported the news of the ...'","b'Goldman has also hired Omar AlZaim from HSBC as head of investment banking for Saudi Arabia, one of the sources said. Goldman Sachs and HSBC did not immediately respond to requests for comment. Citi declined to comment. Bloomberg reported the news of the ...'",neutral,0.02,0.97,0.01,neutral,0.07,0.78,0.15,True,English,2021-09-05,zawya.com,,
HSBC,Twitter API,Twitter,b'Goldman Sachs Group Inc. is hiring bankers from rival firms Citigroup Inc. and HSBC Holdings Plc as the U.S. lender\xe2\x80\xa6',b'nan',b'Goldman Sachs Group Inc. is hiring bankers from rival firms Citigroup Inc. and HSBC Holdings Plc as the U.S. lender\xe2\x80\xa6',neutral,0.01,0.92,0.07,neutral,0.01,0.92,0.07,True,English,2021-09-05,Unknown,,
HSBC,Twitter API,Twitter,b'hendopolis pimlicat nw_nicholas Maybe they could send the dirty sheets to HSBC. I believe that organisation has\xe2\x80\xa6',b'nan',b'hendopolis pimlicat nw_nicholas Maybe they could send the dirty sheets to HSBC. I believe that organisation has\xe2\x80\xa6',negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,2021-09-05,Unknown,,
HSBC,Twitter API,Twitter,"b'Naked Extinction Rebellion activists have targeted HSBC and Barclays bank branches, as part of a strategy tackling\xe2\x80\xa6'",b'nan',"b'Naked Extinction Rebellion activists have targeted HSBC and Barclays bank branches, as part of a strategy tackling\xe2\x80\xa6'",negative,0.01,0.28,0.71,negative,0.01,0.28,0.71,True,English,2021-09-05,Unknown,,
HSBC,Twitter API,Twitter,"b'HSBC: End Fossil Fuel Investment Immediately: Open letter to HSBC, Barclays &amp; Standard Chartered  via UKChange'",b'nan',"b'HSBC: End Fossil Fuel Investment Immediately: Open letter to HSBC, Barclays &amp; Standard Chartered  via UKChange'",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,2021-09-05,Unknown,,
HSBC,Twitter API,Twitter,"b'Goldman Hires Citigroup, HSBC Bankers as Mideast Deals Surge'",b'nan',"b'Goldman Hires Citigroup, HSBC Bankers as Mideast Deals Surge'",neutral,0.01,0.97,0.02,neutral,0.01,0.97,0.02,True,English,2021-09-05,Unknown,,
HSBC,Twitter API,Twitter,"b'Goldman hires Citi, HSBC bankers as Mideast deals surge, Bloomberg says'",b'nan',"b'Goldman hires Citi, HSBC bankers as Mideast deals surge, Bloomberg says'",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,2021-09-05,Unknown,,
HSBC,Twitter API,Twitter,"b'HSBC_UAE  the only reason I joined HSBC was their customer service, and I am extremely disappointed with it now, I\xe2\x80\xa6'",b'nan',"b'HSBC_UAE  the only reason I joined HSBC was their customer service, and I am extremely disappointed with it now, I\xe2\x80\xa6'",negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,2021-09-05,Unknown,,
EUREX,Google API,https://www.marketsmedia.com/green-bond-trading-adv-set-to-exceed-2020/,b'Green Bond Trading ADV Set to Exceed 2020',b'In fixed income derivatives Eurex has announced that it will launch futures on the Bloomberg Barclays MSCI Euro Green Bond SRI and Euro Corporate SRI ...',b'In fixed income derivatives Eurex has announced that it will launch futures on the Bloomberg Barclays MSCI Euro Green Bond SRI and Euro Corporate SRI ...',neutral,0.0,1.0,0.0,neutral,0.02,0.96,0.02,True,English,2021-08-31,marketsmedia.com,"['Eurex', 'Bloomberg']","['Green Bond Trading ADV', 'Bloomberg Barclays MSCI Euro Green Bond SRI', 'Euro Corporate SRI', 'fixed income derivatives', 'Eurex', 'futures']"
EUREX,Google API,https://www.financemagnates.com/institutional-forex/meff-launches-institutional-web-based-fx-derivatives-trading-platform/,b'MEFF Launches Institutional Web-Based FX Derivatives Trading Platform',"b'Eurex, an international derivatives exchange and a member of the Deutsche B\xc3\xb6rse Group, announced on June 2 that it decided to expand its presence in Asia.'","b'Eurex, an international derivatives exchange and a member of the Deutsche B\xc3\xb6rse Group, announced on June 2 that it decided to expand its presence in Asia.'",neutral,0.0,1.0,0.0,neutral,0.01,0.98,0.01,True,English,2021-09-02,financemagnates.com,"['MEFF', 'Eurex', 'Deutsche Börse Group']","['Institutional Web-Based FX Derivatives Trading Platform', 'MEFF', 'Deutsche Börse Group', 'derivatives exchange', 'Eurex', 'international', 'member', 'June', 'presence', 'Asia']"
EUREX,Google API,https://www.brytfmonline.com/disclosure-joe-biden-accepts-the-post-of-ex-afghanistan-president/,b'Disclosure: Joe Biden accepts the post of ex-Afghanistan ...',b'READ Iran thinks it knows who destroyed its nuclear facilities - NRK Eurex - foreign news and documentaries. \xe2\x80\x93 You definitely have the best army.',b'READ Iran thinks it knows who destroyed its nuclear facilities - NRK Eurex - foreign news and documentaries. \xe2\x80\x93 You definitely have the best army.',neutral,0.02,0.97,0.01,mixed,0.5,0.01,0.49,True,English,2021-09-01,brytfmonline.com,[],"['Joe Biden', 'Disclosure', 'post', 'ex-Afghanistan', 'READ Iran', 'nuclear facilities', 'NRK Eurex', 'foreign news', 'best army', 'documentaries']"
EUREX,Google API,https://www.actionforex.com/contributors/fundamental-analysis/400263-forex-and-cryptocurrency-forecast-31/,b'Forex and Cryptocurrency Forecast',"b""This was announced by Europe's largest derivatives exchange Eurex. Having reached the medium-term target, the BTC/USD pair is \xe2\x80\x9cstuck\xe2\x80\x9d in the $47,000-50,000 ...""","b""This was announced by Europe's largest derivatives exchange Eurex. Having reached the medium-term target, the BTC/USD pair is \xe2\x80\x9cstuck\xe2\x80\x9d in the $47,000-50,000 ...""",neutral,0.02,0.96,0.02,negative,0.0,0.0,1.0,True,English,2021-08-29,actionforex.com,['Eurex'],"['Cryptocurrency Forecast', 'Forex', 'largest derivatives exchange', 'medium-term target', 'BTC/USD pair', 'Europe', 'Eurex']"
