Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
BNP Paribas,Google API,https://www.reuters.com/business/finance/bnp-paribas-buys-majority-stake-dutch-firm-dynamic-credit-group-2021-09-15/,b'BNP Paribas buys majority stake in Dutch firm Dynamic Credit ...',"b'Dynamic Credit\'s portfolio mainly consists of Dutch mortgages, which BNP Paribas said had good growth potential. ""Given their attractive risk-return profile and...'","b'Dynamic Credit\'s portfolio mainly consists of Dutch mortgages, which BNP Paribas said had good growth potential. ""Given their attractive risk-return profile and...'",neutral,0.02,0.96,0.02,mixed,0.54,0.06,0.4,True,English,2021-09-15,reuters.com,,
BNP Paribas,Google API,https://www.internationalinvestment.net/news/4037126/bnp-paribas-takes-majority-stake-alternatives-dutch-firm,b'BNP Paribas AM takes majority stake in alternatives Dutch firm',b'Paris-headquartered BNP Paribas Asset Management has agreed to buy a majority stake in Amsterdam-based specialist lender Dynamic Credit Group in a move to...',b'Paris-headquartered BNP Paribas Asset Management has agreed to buy a majority stake in Amsterdam-based specialist lender Dynamic Credit Group in a move to...',neutral,0.01,0.98,0.01,neutral,0.02,0.98,0.0,True,English,2021-09-15,internationalinvestment.net,,
BNP Paribas,Google API,https://www.pionline.com/money-management/bnp-paribas-asset-management-acquire-majority-stake-dynamic-credit,b'BNP Paribas Asset Management to acquire majority stake in ...',"b'Dynamic Credit will be incorporated into the private debt and real assets division of BNP Paribas AM under the leadership of David Bouchoucha, CIO and head of...'","b'Dynamic Credit will be incorporated into the private debt and real assets division of BNP Paribas AM under the leadership of David Bouchoucha, CIO and head of...'",neutral,0.33,0.66,0.01,negative,0.02,0.39,0.59,True,English,2021-09-15,pionline.com,,
BNP Paribas,Google API,https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/apac-investors-lead-global-peers-in-aligning-with-net-zero-goal-8211-bnp-paribas-66582661,b'APAC investors lead global peers in aligning with net-zero ...',"b'A BNP Paribas survey shows that 47% of investors in Asia-Pacific have made commitments to align investment strategies with the 2050 goal, compared to 42%...'","b'A BNP Paribas survey shows that 47% of investors in Asia-Pacific have made commitments to align investment strategies with the 2050 goal, compared to 42%...'",neutral,0.01,0.92,0.07,neutral,0.0,0.99,0.01,True,English,2021-09-14,spglobal.com,,
BNP Paribas,Google API,https://www.marketscreener.com/quote/stock/BNP-PARIBAS-4618/news/BNP-Paribas-Stocks-correction-of-5-10-likely-by-year-end-Deutsche-survey-36408689/,b'BNP Paribas : Stocks correction of 5%-10% likely by year end - Deutsche survey',"b'LONDON, Sept 13 (Reuters) - An equity market correction of 5%-10% by the end of the year was the majority prediction in a September market sentiment survey...'","b'LONDON, Sept 13 (Reuters) - An equity market correction of 5%-10% by the end of the year was the majority prediction in a September market sentiment survey...'",neutral,0.0,1.0,0.0,neutral,0.01,0.97,0.02,True,English,2021-09-13,marketscreener.com,,
BNP Paribas,Google API,https://www.nasdaq.com/articles/bnp-paribas-fortis-sells-2-stake-in-euronext-2021-09-17,b'BNP Paribas Fortis sells 2% stake in Euronext',"b'BNP Paribas Fortis said on Friday it sold a 2% stake in pan-European financial markets operator Euronext for 220 million euros ($259.09 million). By 0900 GMT,...'","b'BNP Paribas Fortis said on Friday it sold a 2% stake in pan-European financial markets operator Euronext for 220 million euros ($259.09 million). By 0900 GMT,...'",neutral,0.0,1.0,0.0,neutral,0.0,0.98,0.02,True,English,2021-09-17,nasdaq.com,,
BNP Paribas,Google API,https://propertyeu.info/Nieuws/BNP-Paribas-boosts-UK-hotels-team/2dfe048b-ffe3-491c-a250-1b5662b65539,b'BNP Paribas boosts UK hotels team',b'',b'BNP Paribas boosts UK hotels team',positive,0.62,0.38,0.0,positive,0.62,0.38,0.0,True,English,2021-09-14,propertyeu.info,,
BNP Paribas,Google API,https://www.stillwatercurrent.com/retail-banking-market-applications-types-and-future-outlook-report/,"b'Retail Banking Market Size, Share and Top Vendors \xe2\x80\x93 BNP ...'","b'BNP Paribas, Citigroup, HSBC, ICBC, JPMorgan Chase, Bank of America, Barclays, China Construction Bank Deutsche Bank, Mitsubishi UFJ Financial Group and...'","b'BNP Paribas, Citigroup, HSBC, ICBC, JPMorgan Chase, Bank of America, Barclays, China Construction Bank Deutsche Bank, Mitsubishi UFJ Financial Group and...'",neutral,0.01,0.99,0.0,neutral,0.0,1.0,0.0,True,English,2021-09-15,stillwatercurrent.com,,
BNP Paribas,Google API,https://www.fnlondon.com/articles/deutsche-bank-poaches-bnp-paribas-co-head-of-corporate-broking-20210913,"b""Deutsche Bank poaches BNP Paribas' co-head of corporate ...""",b'',"b""Deutsche Bank poaches BNP Paribas' co-head of corporate ...""",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,2021-09-12,fnlondon.com,,
BNP Paribas,PyNews API,https://www.reuters.com/lifestyle/sports/wta-roundup-finals-set-luxembourg-portoroz-2021-09-18/,"b'WTA roundup: Finals set in Luxembourg, Portoroz - Reuters'","b'Defending champion Jelena Ostapenko of Latvia, the third seed, beat seventh-seeded Liudmila Samsonova of Russia 6-1, 7-6 (4) to reach the final of the BGL BNP Paribas Luxembourg Open on Saturday.'","b'2021-09-18 18:55:28 GMT+00:00 - Defending champion Jelena Ostapenko of Latvia, the third seed, beat seventh-seeded Liudmila Samsonova of Russia 6-1, 7-6 (4) to reach the final of the BGL BNP Paribas \xe2\x80\xa6 [+943 chars]'",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,2021-09-18,reuters.com,,
