Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
Citigroup,Google API,https://www.ft.com/content/43746558-e6c7-4e87-9564-e7aab4592be0,b'Citigroup warns it risks losing $4bn from Russia exposure',b'4 days ago',b'4 days ago',negative,0.0,0.0,1.0,neutral,0.01,0.98,0.01,True,English,,ft.com,,
Citigroup,Google API,https://www.reuters.com/markets/europe/citigroup-looking-reduce-russia-exposure-cfo-2022-03-02/,"b'Citigroup could lose billions in Russia, bank helping staff ...'",b'4 days ago',b'4 days ago',negative,0.03,0.0,0.97,neutral,0.01,0.98,0.01,True,English,,reuters.com,,
Citigroup,Google API,https://www.barrons.com/articles/citigroup-ceo-jane-fraser-fresh-strategy-51646228810,"b'Citigroup, Under New CEO Jane Fraser, Unveils a Fresh Strategy for the Bank'",b'4 days ago',b'4 days ago',positive,0.53,0.47,0.0,neutral,0.01,0.98,0.01,True,English,,barrons.com,,
Citigroup,Google API,https://www.ft.com/content/b51f1bb3-ddc2-49e3-bc26-b211d0f820cb,b'Citigroup discloses near-$10bn exposure to Russia as ...',b'6 days ago',b'6 days ago',neutral,0.0,0.99,0.01,neutral,0.03,0.89,0.08,True,English,,ft.com,,
Citigroup,Google API,https://www.reuters.com/business/finance/citigroup-hire-new-compliance-chief-reporting-general-counsel-2022-03-04/,"b'Citigroup to hire new compliance chief, reporting to general ...'",b'2 days ago',b'2 days ago',neutral,0.14,0.81,0.05,neutral,0.03,0.89,0.08,True,English,,reuters.com,,
Citigroup,Google API,https://www.reuters.com/business/finance/analysts-downbeat-citigroups-repair-timeline-russia-risks-2022-03-03/,"b""Analysts downbeat on Citigroup's repair timeline, Russia risks""",b'3 days ago',b'3 days ago',negative,0.01,0.11,0.88,neutral,0.03,0.89,0.08,True,English,,reuters.com,,
Citigroup,Google API,https://www.reuters.com/business/finance/citigroup-executives-test-positive-covid-will-hold-virtual-event-wed-2022-02-28/,"b'Citigroup executives test positive for COVID, will hold virtual ...'",b'6 days ago',b'6 days ago',neutral,0.37,0.62,0.01,neutral,0.03,0.89,0.08,True,English,,reuters.com,,
Citigroup,Google API,https://www.reuters.com/business/finance/citigroup-taps-insider-titi-cole-lead-legacy-franchises-memo-2022-02-28/,b'Citigroup taps insider Titi Cole to lead legacy franchises - memo',b'6 days ago',b'6 days ago',neutral,0.02,0.97,0.01,neutral,0.03,0.89,0.08,True,English,,reuters.com,,
Citigroup,Google API,https://www.coindesk.com/business/2022/03/01/former-citigroup-executive-joins-provenance-blockchain-as-ceo/,b'Former Citigroup Executive Joins Provenance Blockchain as ...',b'5 days ago',b'5 days ago',neutral,0.01,0.99,0.0,neutral,0.02,0.96,0.02,True,English,,coindesk.com,,
Citigroup,Google API,https://www.reuters.com/business/finance/citigroup-flags-54-bln-exposure-russian-assets-2022-02-28/,b'Citigroup says total Russian exposure nearly $10 billion',b'6 days ago',b'6 days ago',neutral,0.01,0.6,0.39,neutral,0.03,0.89,0.08,True,English,,reuters.com,,
