Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source
EuroNext,Google API,https://www.securitiesfinancetimes.com/securitieslendingnews/industryarticle.php?article_id=225418&navigationaction=industrynews&newssection=industry,"b""Euronext lists SEBA Bank's digital asset-based Exchange ...""",b'6 days ago',b'6 days ago',neutral,0.01,0.97,0.02,neutral,0.18,0.7,0.12,True,English,"['Euronext', 'SEBA Bank']","['digital asset-based Exchange', 'SEBA Bank', 'Euronext']",,securitiesfinancetimes.com
EuroNext,Google API,https://mondovisione.com/media-and-resources/news/star-conference-2022-the-dedicated-meetings-forum-for-companies-listed-on-euron/,"b'STAR Conference 2022, The Dedicated Meetings Forum For Companies Listed On Euronext STAR Milan, Returns In Person To Palazzo Mezzanotte'",b'5 days ago',b'5 days ago',neutral,0.02,0.98,0.01,neutral,0.17,0.71,0.12,True,English,['Euronext STAR Milan'],"['Dedicated Meetings Forum', 'Euronext STAR Milan', 'STAR Conference', 'Palazzo Mezzanotte', 'Companies', 'Person']",,mondovisione.com
EuroNext,Google API,https://www.agricensus.com/Article/Euronext-investors-trim-wheat-net-long-corn-net-long-tumbles-21300.html,"b'Euronext investors trim wheat net long, corn net long tumbles'",b'4 days ago',b'4 days ago',neutral,0.01,0.95,0.04,neutral,0.18,0.69,0.13,True,English,['Euronext'],"['Euronext investors', 'long tumbles', 'wheat', 'corn']",,agricensus.com
EuroNext,Google API,https://www.marketscreener.com/quote/stock/SESA-S-P-A-8253632/news/SeSa-S-p-A-Participation-at-ldquo-Euronext-STAR-Conference-2022-rdquo-organized-by-Borsa-Italian-39823763/,b'SeSa S p A : Participation at \xe2\x80\x9cEuronext STAR Conference 2022\xe2\x80\x9d organized by Borsa Italiana',b'5 days ago',b'5 days ago',neutral,0.02,0.96,0.02,neutral,0.17,0.71,0.12,True,English,"['SeSa S p A', 'Borsa Italiana']","['Euronext STAR Conference', 'SeSa S', 'Borsa Italiana', 'Participation']",,marketscreener.com
EuroNext,Google API,https://www.crypto-reporter.com/press-releases/seba-bank-ag-lists-digital-asset-etps-at-euronext-in-amsterdam-and-paris-28328/,b'SEBA Bank AG lists Digital Asset ETPs at Euronext in ...',b'1 day ago',b'1 day ago',neutral,0.02,0.97,0.02,neutral,0.19,0.67,0.14,True,English,"['SEBA Bank AG', 'Euronext']","['SEBA Bank AG', 'Digital Asset ETPs', 'Euronext']",,crypto-reporter.com
EuroNext,Google API,https://www.agricensus.com/Article/Euronext-rapeseed-futures-cross-1-000-mt-on-tight-seed-availability-21294.html,b'Euronext rapeseed futures cross \xe2\x82\xac1000/mt on tight seed ...',b'4 days ago',b'4 days ago',neutral,0.01,0.95,0.04,neutral,0.18,0.69,0.13,True,English,['Euronext'],"['tight seed', 'Euronext', 'futures']",,agricensus.com
EuroNext,PyNews API,https://finance.yahoo.com/news/veons-banglalink-launches-health-hub-090000777.html,"b'VEON\'s Banglalink launches ""Health Hub"" to provide Bangladesh\'s first digital health aggregator platform'","b'VEON Ltd. (NASDAQ: VEON), (Euronext Amsterdam: VEON) a leading global provider of connectivity and internet services, announces that its Banglalink mobile...'","b'DHAKA, Bangladesh, March 22, 2022 /PRNewswire/ -- VEON Ltd\r. (NASDAQ: VEON), (Euronext Amsterdam: VEON) a leading global provider of connectivity and internet services, announces that its Banglalink\xe2\x80\xa6 [+4006 chars]'",neutral,0.02,0.97,0.01,neutral,0.01,0.98,0.01,True,English,"['VEON', 'Banglalink', 'PRNewswire', 'VEON Ltd', 'NASDAQ', 'VEON', 'Euronext Amsterdam', 'VEON', 'Banglalink']","['first digital health aggregator platform', 'Health Hub', 'VEON', 'Banglalink', 'Bangladesh', 'leading global provider', 'Euronext Amsterdam', 'internet services', 'VEON Ltd', 'DHAKA', 'Bangladesh', 'March', 'PRNewswire', 'NASDAQ', 'connectivity', 'Banglalink', '4006 chars']",2022-03-21,finance.yahoo.com
EuroNext,PyNews API,https://finance.yahoo.com/news/valneva-announces-filing-2021-universal-164500797.html,b'Valneva Announces Filing of 2021 Universal Registration Document and US Form 20-F',"b'Saint-Herblain (France), March 24, 2022 \xe2\x80\x93 Valneva SE (Nasdaq: VALN; Euronext Paris: VLA), a specialty vaccine company, announced today the filing of its 2021...'","b'Saint-Herblain(France), March24,2022Valneva SE (Nasdaq: VALN; Euronext Paris: VLA), a specialty vaccine company, announced today the filing of its 2021 Universal Registration Document (URD) with the \xe2\x80\xa6 [+2010 chars]'",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.02,True,English,"['Valneva', 'SE', 'Euronext Paris', 'VLA']","['2021 Universal Registration Document', 'US Form', 'Valneva', 'Filing', 'specialty vaccine company', '2021 Universal Registration Document', '2022Valneva SE', 'Euronext Paris', 'Saint-Herblain', 'France', 'March24', 'Nasdaq', 'VLA', 'filing', 'URD', '2010 chars']",2022-03-21,finance.yahoo.com
EuroNext,PyNews API,https://finance.yahoo.com/news/amg-advanced-metallurgical-group-n-170000728.html,b'AMG Advanced Metallurgical Group N.V. Publishes Agenda for the 2022 Annual General Meeting',"b'Amsterdam, 24 March 2022 --- AMG Advanced Metallurgical Group N.V. (""AMG"", EURONEXT AMSTERDAM: ""AMG"") has published its Agenda and Explanatory Notes for the ...'","b'AMG Advanced Metallurgical Group N.V.\rAmsterdam, 24March 2022 --- AMG Advanced Metallurgical Group N.V. (""AMG"", EURONEXT AMSTERDAM: ""AMG"") has published its Agenda and Explanatory Notes for the 2022\xe2\x80\xa6 [+4174 chars]'",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,"['AMG Advanced Metallurgical Group N.V.', 'AMG Advanced Metallurgical Group N.V.', 'AMG Advanced Metallurgical Group N.V.', 'AMG', 'AMG']","['AMG Advanced Metallurgical Group N.V.', '2022 Annual General Meeting', 'Agenda', 'AMG Advanced Metallurgical Group N.V.', 'Explanatory Notes', 'EURONEXT AMSTERDAM', '24March', 'Agenda', '4174 chars', '2022']",2022-03-21,finance.yahoo.com
EuroNext,PyNews API,https://finance.yahoo.com/news/curtis-mcwilliams-elected-chairman-kalera-194300919.html,b'Curtis McWilliams Elected as Chairman of Kalera',"b'ORLANDO, Fla., March 25, 2022 (GLOBE NEWSWIRE) -- Kalera AS (\xe2\x80\x9cKalera\xe2\x80\x9d or the \xe2\x80\x9cCompany\xe2\x80\x9d) (Euronext Growth Oslo: KAL, Bloomberg: KSLLF), one of the preeminent ...'","b'ORLANDO, Fla., March 25, 2022 (GLOBE NEWSWIRE) -- Kalera AS (Kalera or the Company) (Euronext Growth Oslo: KAL, Bloomberg: KSLLF), one of the preeminent leafy green vertical farming companies and a l\xe2\x80\xa6 [+4083 chars]'",neutral,0.03,0.95,0.02,neutral,0.01,0.98,0.01,True,English,"['Kalera', 'GLOBE NEWSWIRE', 'Kalera AS', 'Kalera', 'the Company', 'Euronext Growth', 'KAL', 'Bloomberg', 'KSLLF']","['Curtis McWilliams', 'Chairman', 'Kalera', 'preeminent leafy green vertical farming companies', 'Euronext Growth Oslo', 'GLOBE NEWSWIRE', 'Kalera AS', 'ORLANDO', 'Fla.', 'March', 'Company', 'Bloomberg', 'KSLLF', '4083 chars']",2022-03-21,finance.yahoo.com
