Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
JPMorgan Chase,Google API,https://www.cnbc.com/2021/10/04/jpmorgan-chase-ceo-jamie-dimon-bitcoin-is-a-little-bit-of-fools-gold.html,"b""Jamie Dimon says bitcoin is 'a little bit of fool's gold'""","b""Jamie Dimon, JPMorgan Chase chairman and CEO, remains a skeptic of bitcoin, the largest cryptocurrency by market value. \xe2\x80\x9cIt's got no intrinsic value.""","b""Jamie Dimon, JPMorgan Chase chairman and CEO, remains a skeptic of bitcoin, the largest cryptocurrency by market value. \xe2\x80\x9cIt's got no intrinsic value.""",negative,0.0,0.0,1.0,negative,0.0,0.01,0.99,True,English,2021-10-05,cnbc.com,,
JPMorgan Chase,Google API,https://invezz.com/news/2021/10/05/jpmorgan-chase-chairman-jamie-dimon-says-btc-is-fools-gold/,"b""JPMorgan Chase Chairman Jamie Dimon says BTC is fool's ...""","b'Jamie Dimon, the Chairman and CEO of leading American multinational investment bank JPMorgan Chase, has come out to bash Bitcoin (BTC/USD) again.'","b'Jamie Dimon, the Chairman and CEO of leading American multinational investment bank JPMorgan Chase, has come out to bash Bitcoin (BTC/USD) again.'",negative,0.0,0.02,0.98,neutral,0.1,0.86,0.04,True,English,2021-10-06,invezz.com,,
JPMorgan Chase,Google API,https://www.axios.com/jamie-dimon-china-uyghurs-6651e96f-67c9-428e-b545-e423e5e1319d.html,"b'""Axios on HBO"": Jamie Dimon on China, his salary and racial equity'","b""JPMorgan Chase chairman and CEO Jamie Dimon is known for being outspoken. ... JPMorgan's community branches \xe2\x80\x94 which hire local residents and feature...""","b""JPMorgan Chase chairman and CEO Jamie Dimon is known for being outspoken. ... JPMorgan's community branches \xe2\x80\x94 which hire local residents and feature...""",negative,0.01,0.34,0.65,neutral,0.02,0.86,0.12,True,English,2021-10-05,axios.com,,
JPMorgan Chase,Google API,https://www.reuters.com/business/aerospace-defense/jpmorgan-bans-business-travel-unvaccinated-us-employees-memo-2021-10-04/,b'JPMorgan bans business travel for unvaccinated U.S. ...',"b'A view of the exterior of the JP Morgan Chase & Co. corporate headquarters in New York City May 20, 2015. REUTERS/Mike Segar/File Photo/File Photo.'","b'A view of the exterior of the JP Morgan Chase & Co. corporate headquarters in New York City May 20, 2015. REUTERS/Mike Segar/File Photo/File Photo.'",neutral,0.01,0.58,0.41,neutral,0.01,0.99,0.0,True,English,2021-10-05,reuters.com,,
JPMorgan Chase,Google API,https://commercialobserver.com/2021/10/jpmorgan-business-travel-meetings-covid/,b'JPMorgan Chase Banning In-Person Meetings for ...',"b""JPMorgan Chase, the nation's largest bank by assets and the largest private occupier of office space in Manhattan, is banning business travel and in-person...""","b""JPMorgan Chase, the nation's largest bank by assets and the largest private occupier of office space in Manhattan, is banning business travel and in-person...""",negative,0.03,0.46,0.51,neutral,0.01,0.84,0.15,True,English,2021-10-06,commercialobserver.com,,
JPMorgan Chase,Google API,https://www.americanbanker.com/news/most-powerful-women-in-banking-no-2-jpmorgan-chases-marianne-lake,"b""Most Powerful Women in Banking: No. 2, JPMorgan Chase's ...""","b'After Marianne Lake was named co-head of consumer and community banking at JPMorgan Chase in May, she and her new partner Jennifer Piepszak held an...'","b'After Marianne Lake was named co-head of consumer and community banking at JPMorgan Chase in May, she and her new partner Jennifer Piepszak held an...'",positive,0.82,0.18,0.0,neutral,0.03,0.94,0.03,True,English,2021-10-06,americanbanker.com,,
JPMorgan Chase,Google API,https://finance.yahoo.com/news/jpmorgan-chases-stock-overvalued-undervalued-195201647.html,"b""Is JPMorgan Chase's Stock Overvalued Or Undervalued?""","b'JPMorgan Chase & Co. (NYSE: JPM) shares have outpaced the S&P 500 in 2021, generating a year-to-date total return of 31.4%. JPMorgan is still putting up...'","b'JPMorgan Chase & Co. (NYSE: JPM) shares have outpaced the S&P 500 in 2021, generating a year-to-date total return of 31.4%. JPMorgan is still putting up...'",negative,0.01,0.21,0.78,neutral,0.08,0.9,0.02,True,English,2021-10-05,finance.yahoo.com,,
JPMorgan Chase,Google API,https://www.prnewswire.com/news-releases/jp-morgan-asset-management-expands-active-equity-etf-suite-with-launch-of-jpmorgan-active-value-etf-java-301392986.html,b'JP Morgan Asset Management Expands Active Equity ETF ...',b'JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with assets of $3.7 trillion and operations worldwide.',b'JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with assets of $3.7 trillion and operations worldwide.',neutral,0.05,0.95,0.0,neutral,0.0,1.0,0.0,True,English,2021-10-06,prnewswire.com,,
JPMorgan Chase,Google API,https://www.dallasnews.com/business/banking/2021/10/04/jpmorgan-chase-says-texas-law-punishing-banks-is-hurting-its-business/,b'JPMorgan Chase says Texas law punishing banks is hurting its business',"b'JPMorgan Chase was ranked as the seventh-biggest underwriter of deals in Texas, one of the biggest markets for the muni-bond business thanks to its fast-growing...'","b'JPMorgan Chase was ranked as the seventh-biggest underwriter of deals in Texas, one of the biggest markets for the muni-bond business thanks to its fast-growing...'",negative,0.01,0.06,0.93,neutral,0.08,0.92,0.0,True,English,2021-10-05,dallasnews.com,,
JPMorgan Chase,Google API,https://www.reuters.com/business/sustainable-business/top-fossil-fuel-lender-jpmorgan-joins-un-climate-action-finance-plan-2021-10-08/,b'Top fossil fuel lender JPMorgan joins UN climate action ...',"b'A view of the exterior of the JPMorgan Chase & Co corporate headquarters in New York City May 20, 2015. REUTERS/Mike Segar/File Photo.'","b'A view of the exterior of the JPMorgan Chase & Co corporate headquarters in New York City May 20, 2015. REUTERS/Mike Segar/File Photo.'",neutral,0.06,0.93,0.01,neutral,0.01,0.99,0.0,True,English,2021-10-09,reuters.com,,
JPMorgan Chase,PyNews API,https://www.reuters.com/world/us/dimon-business-leaders-warn-debt-ceiling-brinkmanship-risks-catastrophe-2021-10-06/,"b""Dimon, business leaders warn debt ceiling brinkmanship risks 'catastrophe' - Reuters""","b'U.S. Treasury Secretary Janet Yellen, JPMorgan Chase &Co <a href="""" target=""_blank"">(JPM.N)</a> Chief Executive Jamie Dimon and Nasdaq <a href="""" target=""_blank"">(NDAQ.O)</a> CEO A\xe2\x80\xa6'","b'U.S. Treasury Secretary Janet Yellen, JPMorgan Chase &Co <a href="""" target=""_blank"">(JPM.N)</a> Chief Executive Jamie Dimon and Nasdaq <a href="""" target=""_blank"">(NDAQ.O)</a> CEO A\xe2\x80\xa6'",negative,0.0,0.04,0.96,neutral,0.01,0.98,0.01,True,English,2021-10-06,reuters.com,,
JPMorgan Chase,PyNews API,https://www.marketwatch.com/story/bank-earnings-kick-off-next-week-and-wall-street-will-be-watching-closely-for-signs-of-growth-in-lending-11633623565,b'Earnings Outlook: Bank earnings kick off next week and Wall Street will be watching closely for signs of growth in lending',"b'Potential earnings success from Bank of America, Citi, Wells Fargo, Morgan Stanley, Goldman Sachs and JPMorgan Chase hinges on lending activity increases in the face of competition from non-banks and cautiousness from potential borrowers.'","b'Potential earnings success from Bank of America, Citi, Wells Fargo, Morgan Stanley, Goldman Sachs and JPMorgan Chase hinges on lending activity increases in the face of competition from non-banks and cautiousness from potential borrowers.'",positive,0.59,0.34,0.07,neutral,0.05,0.94,0.01,True,English,2021-10-06,marketwatch.com,,
JPMorgan Chase,Bing API,https://finance.yahoo.com/news/goldman-jpmorgan-buy-dip-inflation-083258260.html,b'Goldman and JPMorgan Say Buy the Dip as Inflation Seen Temporary',"b""Stagflation fears may be rising, but strategists at some of Wall Street\xe2\x80\x99s biggest banks say it\xe2\x80\x99s a good time to buy the dip in stocks.Most Read from BloombergNYC's Waldorf Gets Plush Renovation, Becomes Icon of China's OverreachHow Singapore's $50 Billion Financial District Will Change After Covid-19Before Interstates,""","b""Stagflation fears may be rising, but strategists at some of Wall Street\xe2\x80\x99s biggest banks say it\xe2\x80\x99s a good time to buy the dip in stocks.Most Read from BloombergNYC's Waldorf Gets Plush Renovation, Becomes Icon of China's OverreachHow Singapore's $50 Billion Financial District Will Change After Covid-19Before Interstates,""",neutral,0.07,0.75,0.18,positive,0.73,0.07,0.2,True,English,2021-10-11,finance.yahoo.com,,
JPMorgan Chase,Bing API,https://www.financemagnates.com/fintech/news/jpmorgan-and-unicredit-partner-on-swift-go-project/,b'JPMorgan and UniCredit Partner on SWIFT Go Project',b'UniCredit and JPMorgan recently announced that both organizations have collaborated on SWIFT Go payment transactions between Europe and the US.',b'UniCredit and JPMorgan recently announced that both organizations have collaborated on SWIFT Go payment transactions between Europe and the US.',neutral,0.18,0.81,0.01,neutral,0.03,0.96,0.01,True,English,2021-10-11,financemagnates.com,,
JPMorgan Chase,Bing API,https://www.investing.com/analysis/big-financials-to-report-this-week-jpmorgan-schwab-bank-of-america-200604599,"b'Big Financials To Report This Week: JPMorgan, Schwab, Bank of America'","b""S&P 500, Citigroup Inc, Bank of America Corp, JPMorgan Chase & Co. Read Brian Gilmartin's latest article on Investing.com""","b""S&P 500, Citigroup Inc, Bank of America Corp, JPMorgan Chase & Co. Read Brian Gilmartin's latest article on Investing.com""",neutral,0.14,0.67,0.19,neutral,0.02,0.97,0.01,True,English,2021-10-11,investing.com,,
JPMorgan Chase,Bing API,https://fr.investing.com/analysis/3-actions-us-a-surveiller-cette-semaine-jpmorgan-delta-air-walgreens-200439768,"b'3 Actions US \xc3\xa0 surveiller cette semaine: JPMorgan, Delta Air, Walgreens'","b""Analyse des march\xc3\xa9s de Actions par Investing.com (Haris Anwar/Investing.com) couverture: S&P 500, JPMorgan Chase & Co, Walgreens Boots Alliance Inc. Lisez l'article de Investing.com (Haris Anwar/Inves""","b""Analyse des march\xc3\xa9s de Actions par Investing.com (Haris Anwar/Investing.com) couverture: S&P 500, JPMorgan Chase & Co, Walgreens Boots Alliance Inc. Lisez l'article de Investing.com (Haris Anwar/Inves""",positive,0.69,0.14,0.17,neutral,0.05,0.84,0.11,True,English,2021-10-10,fr.investing.com,,
JPMorgan Chase,Twitter API,Twitter,"b'Senior Data Scientist at JPMorgan Chase Bank, N.A (Plano, TX)   machinelearning'",b'nan',"b'Senior Data Scientist at JPMorgan Chase Bank, N.A (Plano, TX)   machinelearning'",neutral,0.04,0.95,0.01,neutral,0.04,0.95,0.01,True,English,2021-10-11,Unknown,,
