Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
Danske Bank,Google API,https://www.helsinkitimes.fi/finland/finland-news/domestic/19933-danske-bank-shares-have-yielded-their-biggest-returns-this-year.html,b'Danske Bank: Shares have yielded their biggest returns this ...',b'',b'Danske Bank: Shares have yielded their biggest returns this ...',neutral,0.11,0.84,0.05,neutral,0.11,0.84,0.05,True,English,2021-09-09,helsinkitimes.fi,,
Danske Bank,Google API,https://www.marketscreener.com/quote/stock/DANSKE-BANK-A-S-1412871/news/Danske-Bank-A-S-Mastercard-to-acquire-fintech-company-Aiia-As-part-of-the-transaction-Danske-Ban-36364952/,"b'Danske Bank A/S : Mastercard to acquire fintech company Aiia. As part of the transaction, Danske Bank A/S sells its shares in Aiia to Mastercard'","b""Danske Bank A/S has as part of the transaction agreed to sell its shares in Aiia to Mastercard. 'We have been very satisfied with our co-ownership and ...""","b""Danske Bank A/S has as part of the transaction agreed to sell its shares in Aiia to Mastercard. 'We have been very satisfied with our co-ownership and ...""",neutral,0.02,0.97,0.01,positive,1.0,0.0,0.0,True,English,2021-09-07,marketscreener.com,,
Danske Bank,Google API,https://www.irishnews.com/sport/footballsoccer/2021/09/10/news/danske-bank-premiership-preview-glentoran-v-ballymena-united-2441717/,b'Danske Bank Premiership preview: Glentoran v Ballymena ...',b'',b'Danske Bank Premiership preview: Glentoran v Ballymena ...',neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,2021-09-10,irishnews.com,,
Danske Bank,Google API,https://www.reuters.com/world/europe/talk-now-act-later-five-questions-ecb-2021-09-06/,"b'Talk now, act later: Five questions for the ECB'","b'Piet Haines Christiansen, chief strategist at Danske Bank, reckons the ECB will cut bond-buying to January-February levels of 60 billions euros a month from ...'","b'Piet Haines Christiansen, chief strategist at Danske Bank, reckons the ECB will cut bond-buying to January-February levels of 60 billions euros a month from ...'",neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,2021-09-06,reuters.com,,
Danske Bank,Google API,https://www.jdsupra.com/legalnews/danske-bank-secures-a-big-victory-in-8880904/,b'Danske Bank Secures a Big Victory in Investor Suit Based on ...',"b'Danske Bank (Danske) recently secured a big victory in the United States Court of Appeals for the Second Circuit. On August 25, 2021, the appellate court ...'","b'Danske Bank (Danske) recently secured a big victory in the United States Court of Appeals for the Second Circuit. On August 25, 2021, the appellate court ...'",positive,0.68,0.32,0.0,positive,0.59,0.4,0.01,True,English,2021-09-09,jdsupra.com,,
Danske Bank,Google API,https://www.lexology.com/library/detail.aspx?g=2d664aa9-34bc-40da-8bae-92f2d78d0d3d,b'Luxembourg: Danske Bank case - Another milestone for ...',"b'The head office of Danske Bank is established in Denmark and renders computer platform services, used by a majority of the group companies, to its Swedish ...'","b'The head office of Danske Bank is established in Denmark and renders computer platform services, used by a majority of the group companies, to its Swedish ...'",neutral,0.14,0.85,0.01,neutral,0.0,0.99,0.01,True,English,2021-09-07,lexology.com,,
Danske Bank,PyNews API,https://finance.yahoo.com/news/spar-nord-bank-submits-mandatory-063700508.html,b'Spar Nord Bank A/S submits mandatory takeover bid for the shares of Danske Andelskassers Bank A/S',"b'Company announcement no. 21THIS ANNOUNCEMENT IS NOT FOR RELEASE, PUBLICATION OR DISTRIBUTION, DIRECTLY OR INDIRECTLY, IN OR INTO ANY JURISDICTION IN WHICH...'","b'<table><tr><td>Company announcement no. 21\rTHIS ANNOUNCEMENT IS NOT FOR RELEASE, PUBLICATION OR DISTRIBUTION, DIRECTLY OR INDIRECTLY, IN OR INTO ANY JURISDICTION IN WHICH SUCH RELEASE, PUBLICATION O\xe2\x80\xa6 [+1176 chars]'",neutral,0.0,0.98,0.02,neutral,0.01,0.79,0.2,True,English,2021-09-06,finance.yahoo.com,,
Danske Bank,Bing API,https://www.belfasttelegraph.co.uk/sunday-life/sport/i-only-got-out-of-isolation-hours-before-hat-trick-heroics-conor-mcmenamin-40842359.html,b'I only got out of isolation hours before hat-trick heroics: Conor McMenamin',b'Glentoran striker Conor McMenamin has revealed how he emerged from a period of Covid isolation only hours before bagging a sensational hat-trick in Friday\xe2\x80\x99s Danske Bank Premiership clash with Ballymena United at the BetMcLean Oval.',b'Glentoran striker Conor McMenamin has revealed how he emerged from a period of Covid isolation only hours before bagging a sensational hat-trick in Friday\xe2\x80\x99s Danske Bank Premiership clash with Ballymena United at the BetMcLean Oval.',negative,0.02,0.07,0.91,neutral,0.02,0.9,0.08,True,English,2021-09-12,belfasttelegraph.co.uk,,
Danske Bank,Bing API,https://www.belfasttelegraph.co.uk/sport/football/irish-league/coleraine/coleraines-oran-kearney-ready-to-set-family-loyalties-aside-in-brother-in-law-battle-with-dean-shiels-dungannon-swifts-40839639.html,b'Coleraine\xe2\x80\x99s Oran Kearney ready to set family loyalties aside in brother-in-law battle with Dean Shiels\xe2\x80\x99 Dungannon Swifts',b'Coleraine manager Oran Kearney doesn\xe2\x80\x99t intend to let family ties obstruct his focus in today\xe2\x80\x99s Danske Bank Premiership showdown against Dungannon Swifts at Stangmore Park.',b'Coleraine manager Oran Kearney doesn\xe2\x80\x99t intend to let family ties obstruct his focus in today\xe2\x80\x99s Danske Bank Premiership showdown against Dungannon Swifts at Stangmore Park.',negative,0.02,0.49,0.49,negative,0.01,0.26,0.73,True,English,2021-09-11,belfasttelegraph.co.uk,,
Danske Bank,Bing API,https://www.irishnews.com/paywall/tsb/irishnews/irishnews/irishnews//sport/footballsoccer/2021/09/11/news/cliftonville-aim-to-maintain-early-season-form-with-north-belfast-derby-win-at-crusaders-2444480/content.html,b'Cliftonville aim to maintain early season form with north Belfast derby win at Crusaders',b'PADDY McLaughlin acknowledges the Cliftonville fans are buzzing after a start to the Danske Bank Premiership season which has seen them pick up nine points from their first three match \xe2\x80\x93 but he knows their perfect record will come under intense scrutiny at Seaview this afternoon.',b'PADDY McLaughlin acknowledges the Cliftonville fans are buzzing after a start to the Danske Bank Premiership season which has seen them pick up nine points from their first three match \xe2\x80\x93 but he knows their perfect record will come under intense scrutiny at Seaview this afternoon.',neutral,0.28,0.71,0.01,positive,0.96,0.03,0.01,True,English,2021-09-11,irishnews.com,,
