Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
Danske Bank,Google API,https://www.bbc.com/news/uk-northern-ireland-59088827,"b""Danske Bank profit shows 'improving' outlook for economy""",b'',"b""Danske Bank profit shows 'improving' outlook for economy""",positive,0.63,0.31,0.06,positive,0.63,0.31,0.06,True,English,2021-10-29,bbc.com,,
Danske Bank,Google API,https://www.reuters.com/business/cop/danske-beats-q3-profit-estimates-cuts-roe-target-2021-10-29/,b'Danske Bank shares slide after cut to profitability target',"b'COPENHAGEN, Oct 29 (Reuters) - Shares in Danske Bank (DANSKE.CO) fell more than 5% on Friday after the lender reduced its 2023 profitability target,...'","b'COPENHAGEN, Oct 29 (Reuters) - Shares in Danske Bank (DANSKE.CO) fell more than 5% on Friday after the lender reduced its 2023 profitability target,...'",neutral,0.02,0.88,0.1,neutral,0.0,0.97,0.03,True,English,2021-10-29,reuters.com,,
Danske Bank,Google API,https://www.reuters.com/article/global-forex-idUSL1N2RP1XE,b'FOREX-Dollar rebound continues as euro plunges',b'... views of central bank rate moves By David Henry NEW YORK Oct 29 (Reuters) ... with Danske Bank strategists expecting the euro to fall to $1.10 over the...',b'... views of central bank rate moves By David Henry NEW YORK Oct 29 (Reuters) ... with Danske Bank strategists expecting the euro to fall to $1.10 over the...',neutral,0.0,0.99,0.01,neutral,0.01,0.99,0.0,True,English,2021-10-29,reuters.com,,
Danske Bank,Google API,https://finance.yahoo.com/news/eur-usd-mid-session-technical-140452526.html,"b'EUR/USD Mid-Session Technical Analysis for October 29, 2021'",b'... to the dovish European Central Bank (ECB) monetary policy decisions. ... has brought out the bears with Danske Bank strategists expecting the Euro to...',b'... to the dovish European Central Bank (ECB) monetary policy decisions. ... has brought out the bears with Danske Bank strategists expecting the Euro to...',neutral,0.0,0.99,0.01,neutral,0.02,0.9,0.08,True,English,2021-10-29,finance.yahoo.com,,
Danske Bank,Google API,https://www.belfasttelegraph.co.uk/business/northern-ireland/danske-bank-profits-climb-to-almost-50m-40999021.html,b'Danske Bank profits climb to almost \xc2\xa350m',b'',b'Danske Bank profits climb to almost \xc2\xa350m',negative,0.06,0.35,0.59,negative,0.06,0.35,0.59,True,English,2021-10-30,belfasttelegraph.co.uk,,
Danske Bank,Google API,https://ca.movies.yahoo.com/danske-beats-q3-profit-estimates-055239148.html,b'Danske Bank shares slide after cut to profitability target',"b'By Nikolaj Skydsgaard. COPENHAGEN (Reuters) - Shares in Danske Bank fell more than 5% on Friday after the lender reduced its 2023 profitability target,...'","b'By Nikolaj Skydsgaard. COPENHAGEN (Reuters) - Shares in Danske Bank fell more than 5% on Friday after the lender reduced its 2023 profitability target,...'",neutral,0.02,0.88,0.1,neutral,0.0,0.94,0.06,True,English,2021-10-29,ca.movies.yahoo.com,,
Danske Bank,Google API,https://www.marketwatch.com/story/danske-bank-3q-net-interest-income-dkk5-53b-271635487934,b'Danske Bank 3Q Net Interest Income DKK5.53B',"b'Danske Bank AS on Friday backed its full-year net profit guidance after reporting better-than-expected third-quarter earnings on higher income, lower costs and...'","b'Danske Bank AS on Friday backed its full-year net profit guidance after reporting better-than-expected third-quarter earnings on higher income, lower costs and...'",neutral,0.13,0.82,0.05,neutral,0.47,0.51,0.02,True,English,2021-10-29,marketwatch.com,,
Danske Bank,Google API,https://planetradio.co.uk/cool-fm/sport/news/danske-bank-premiership-late-drama-at-inver-park-secures-point-for-linfield-against-larne/,b'Danske Bank Premiership: late drama at Inver Park as Stewart ...',b'',b'Danske Bank Premiership: late drama at Inver Park as Stewart ...',neutral,0.06,0.93,0.01,neutral,0.06,0.93,0.01,True,English,2021-10-26,planetradio.co.uk,,
Danske Bank,Google API,https://www.exchangerates.org.uk/news/34289/2021-10-28-eur-usd-forecast-euro-dollar-rate-on-track-for-slide-danske-bank.html,b'EUR/USD Forecast: Euro-Dollar Rate On Track For Slide To 1.10 Say Danske Bank',b'Foreign exchange analysts at Danske Bank expect that overall yield trends will support the dollar with the Federal Reserve announcing a policy tightening at...',b'Foreign exchange analysts at Danske Bank expect that overall yield trends will support the dollar with the Federal Reserve announcing a policy tightening at...',neutral,0.01,0.96,0.03,positive,0.62,0.34,0.04,True,English,2021-10-28,exchangerates.org.uk,,
Danske Bank,Google API,https://www.reuters.com/article/global-forex-idUSL1N2RP155,"b'FOREX-Dollar rises with Treasury yields, as euro losses deepen'",b'... central banks to pull back on asset purchases more quickly than planned. ... with Danske Bank strategists expecting the euro to fall to $1.10 over the...',b'... central banks to pull back on asset purchases more quickly than planned. ... with Danske Bank strategists expecting the euro to fall to $1.10 over the...',negative,0.0,0.05,0.95,negative,0.02,0.49,0.49,True,English,2021-10-29,reuters.com,,
Danske Bank,PyNews API,https://www.reuters.com/business/cop/danske-beats-q3-profit-estimates-cuts-roe-target-2021-10-29/,b'Danske Bank cuts profitability target despite upbeat quarter - Reuters',"b'Danske Bank <a href="""" target=""_blank"">(DANSKE.CO)</a> cut its 2023 profitability target on Friday, citing ""significant challenges"" such as compliance over the last two years, despite better-than-expected third-quart\xe2\x80\xa6'","b'Danske Bank <a href="""" target=""_blank"">(DANSKE.CO)</a> cut its 2023 profitability target on Friday, citing ""significant challenges"" such as compliance over the last two years, despite better-than-expected third-quart\xe2\x80\xa6'",neutral,0.09,0.9,0.01,neutral,0.18,0.61,0.21,True,English,2021-10-29,reuters.com,,
