Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
Credit Suisse,Google API,https://www.reuters.com/business/sanjeev-guptas-gfg-alliance-strikes-debt-deal-with-credit-suisse-2021-10-10/,"b""Sanjeev Gupta's GFG Alliance strikes debt deal with Credit ...""",b'Zurich-based Credit Suisse had previously disclosed some $2.3 billion worth of loans exposed to financial and litigation uncertainties within Greensill-linked...',b'Zurich-based Credit Suisse had previously disclosed some $2.3 billion worth of loans exposed to financial and litigation uncertainties within Greensill-linked...',negative,0.01,0.22,0.77,negative,0.0,0.03,0.97,True,English,2021-10-10,reuters.com,,
Credit Suisse,Google API,https://www.finews.asia/finance/35505-gfg-alliance-and-credit-suisse-agree-on-debt-restructuring-deal,b'GFG Alliance and Credit Suisse Agree on Debt Deal',"b""Commodities tycoon Sanjeev Gupta's GFG Alliance struck a deal with Credit Suisse over the weekend to restructure debt for its Australian steel and coal...""","b""Commodities tycoon Sanjeev Gupta's GFG Alliance struck a deal with Credit Suisse over the weekend to restructure debt for its Australian steel and coal...""",negative,0.01,0.09,0.9,neutral,0.02,0.54,0.44,True,English,2021-10-11,finews.asia,,
Credit Suisse,Google API,https://www.whyallanewsonline.com.au/story/7463632/gfg-steel-deal-with-credit-suisse/,b'GFG steel deal with Credit Suisse',"b""ALL SMILES NOW: GFG Alliance Chairman Sanjeev Gupta has struck a deal with Credit Suisse and Greensill to support the company's restructuring plan. GFG Alliance...""","b""ALL SMILES NOW: GFG Alliance Chairman Sanjeev Gupta has struck a deal with Credit Suisse and Greensill to support the company's restructuring plan. GFG Alliance...""",neutral,0.08,0.9,0.02,positive,0.87,0.13,0.0,True,English,2021-10-10,whyallanewsonline.com.au,,
Credit Suisse,Google API,https://www.reuters.com/business/finance/credit-suisse-waives-fees-clients-hit-by-greensill-funds-collapse-2021-10-13/,b'Credit Suisse waives fees for clients hit by Greensill funds ...',"b'""Credit Suisse acknowledges that this has been a difficult period for investors in the Supply Chain Finance funds. We continue to make good progress on...'","b'""Credit Suisse acknowledges that this has been a difficult period for investors in the Supply Chain Finance funds. We continue to make good progress on...'",negative,0.01,0.21,0.78,mixed,0.5,0.01,0.49,True,English,2021-10-13,reuters.com,,
Credit Suisse,Google API,https://www.finews.com/news/english-news/48276-credit-suisse-greensill-report-delayed,b'Another Setback For Credit Suisse',"b""Credit Suisse will not present a report, looking into the bank's failings around the collapse of its Greensill supply chain funds, at its third quarter...""","b""Credit Suisse will not present a report, looking into the bank's failings around the collapse of its Greensill supply chain funds, at its third quarter...""",negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,2021-10-11,finews.com,,
Credit Suisse,Google API,https://www.ft.com/content/0142c617-9679-49ea-adf8-6920998ac1e5,b'Credit Suisse angers Greensill investors with free services offer',b'Credit Suisse clients suing the bank over the collapse of its Greensill-linked supply-chain finance funds seven months ago have responded angrily to its...',b'Credit Suisse clients suing the bank over the collapse of its Greensill-linked supply-chain finance funds seven months ago have responded angrily to its...',negative,0.26,0.19,0.55,negative,0.0,0.0,1.0,True,English,2021-10-14,ft.com,,
Credit Suisse,Google API,https://www.businessinsider.com/citigroup-hires-sumit-khedekar-from-credit-suisse-for-healthcare-banking-2021-10,b'Citi Hires Sumit Khedekar From Credit Suisse to Lead ...',"b""Credit Suisse has lost senior banker Sumit Khedekar to Citigroup, where he's slated to lead its healthcare banking biz in the Americas.""","b""Credit Suisse has lost senior banker Sumit Khedekar to Citigroup, where he's slated to lead its healthcare banking biz in the Americas.""",neutral,0.01,0.97,0.02,negative,0.0,0.01,0.99,True,English,2021-10-14,businessinsider.com,,
Credit Suisse,Google API,https://www.coinspeaker.com/mgm-stock-credit-suisse-neutral/,"b'MGM Resorts Stock Up 9.61%, Credit Suisse Upgrade MGM to Outperform from Neutral'","b'Besides upgrading MGM stock rating, Credit Suisse analyst Benjamin Chaiken raised MGM price target from $33 to $68. According to Chaiken, MGM is much more...'","b'Besides upgrading MGM stock rating, Credit Suisse analyst Benjamin Chaiken raised MGM price target from $33 to $68. According to Chaiken, MGM is much more...'",neutral,0.03,0.96,0.01,neutral,0.01,0.98,0.01,True,English,2021-10-13,coinspeaker.com,,
Credit Suisse,Google API,https://finance.yahoo.com/news/mgm-soars-7-credit-suisse-125046431.html,b'MGM Soars 7% After Credit Suisse Expects it to More Than Double',b'By Dhirendra Tripathi. Investing.com \xe2\x80\x93 MGM Resorts stock (NYSE:MGM) climbed nearly 9% after Credit Suisse (NYSE:CS) said the stock should more than double...',b'By Dhirendra Tripathi. Investing.com \xe2\x80\x93 MGM Resorts stock (NYSE:MGM) climbed nearly 9% after Credit Suisse (NYSE:CS) said the stock should more than double...',neutral,0.01,0.94,0.05,neutral,0.01,0.96,0.03,True,English,2021-10-12,finance.yahoo.com,,
Credit Suisse,Google API,https://www.fxstreet.com/news/brent-oil-scope-for-a-rally-to-the-100-landmark-credit-suisse-202110130841,b'Brent Oil: Scope for a rally to the $100 landmark \xe2\x80\x93 Credit Suisse',b'',b'Brent Oil: Scope for a rally to the $100 landmark \xe2\x80\x93 Credit Suisse',neutral,0.03,0.96,0.01,neutral,0.03,0.96,0.01,True,English,2021-10-13,fxstreet.com,,
