Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
Barclays,Google API,https://theathletic.com/news/barclays-center-will-require-employees-fans-to-be-vaccinated/Y3pu4SVU7YcU,"b'Barclays Center will require employees, fans to be vaccinated'","b'Barclays Center, home of the Brooklyn Nets and New York Liberty, will require employees and fans age 12 and up to be vaccinated if they wish to enter the ...'","b'Barclays Center, home of the Brooklyn Nets and New York Liberty, will require employees and fans age 12 and up to be vaccinated if they wish to enter the ...'",neutral,0.0,1.0,0.0,neutral,0.01,0.99,0.0,True,English,2021-08-13,theathletic.com,,
Barclays,Google API,https://www.netsdaily.com/2021/8/13/22624097/barclays-center-to-require-all-employees-and-guests-to-be-vaccinated,b'Barclays Center to require all employees and guests to be vaccinated; updates mask policy as well',"b'In a tweet and a statement on the Barclays Center website, the Nets announced Friday that there will be a change in in its vaccination policy for guests and ...'","b'In a tweet and a statement on the Barclays Center website, the Nets announced Friday that there will be a change in in its vaccination policy for guests and ...'",neutral,0.01,0.99,0.0,neutral,0.0,0.99,0.01,True,English,2021-08-13,netsdaily.com,,
Barclays,Google API,https://www.nydailynews.com/sports/basketball/ny-nets-game-vaccine-barclays-center-20210813-rlaemszh3jfj5bck3rw4hd6ofi-story.html,"b'Barclays Center to require vaccinations for Nets, Liberty games'","b'Anyone attending a Brooklyn Nets game in the 2021-22 season will need to be vaccinated against COVID-19. Beginning Sept. 13, Barclays Center will require all ...'","b'Anyone attending a Brooklyn Nets game in the 2021-22 season will need to be vaccinated against COVID-19. Beginning Sept. 13, Barclays Center will require all ...'",positive,0.56,0.42,0.02,neutral,0.0,0.99,0.01,True,English,2021-08-13,nydailynews.com,,
Barclays,Google API,https://www.thetradenews.com/more-than-60-of-fixed-income-investors-do-not-use-an-ems-barclays-survey-reveals/,b'More than 60% of fixed income investors do not use an EMS ...',"b""Barclays said that while an EMS can potentially automate the whole lifecycle of a trade, from pre-programmed trading to settlement, less than 25% of investors' ...""","b""Barclays said that while an EMS can potentially automate the whole lifecycle of a trade, from pre-programmed trading to settlement, less than 25% of investors' ...""",neutral,0.07,0.72,0.21,neutral,0.01,0.84,0.15,True,English,2021-08-11,thetradenews.com,,
Barclays,Google API,https://www.business-standard.com/article/companies/ind-ra-assigns-barclays-india-aaa-with-stable-outlook-121081401074_1.html,b'Ind-Ra assigns Barclays India AAA with stable outlook',"b""The majority of Barclays India's loans constitute bill discounting (42 per cent of the loan portfolio in FY21) and working capital loans (43 per cent) which are ...""","b""The majority of Barclays India's loans constitute bill discounting (42 per cent of the loan portfolio in FY21) and working capital loans (43 per cent) which are ...""",positive,0.59,0.4,0.01,neutral,0.0,0.99,0.01,True,English,2021-08-14,business-standard.com,,
Barclays,Google API,https://www.cnbc.com/2021/08/11/barclays-picks-the-global-stocks-to-buy-in-the-cheapest-sectors.html,"b""Barclays picks the global stocks to buy in the 'cheapest' sectors""","b'Analysts at Barclays say the energy and mining sectors are trading at cheaper levels than the wider market, and have picked out European stocks to buy in ...'","b'Analysts at Barclays say the energy and mining sectors are trading at cheaper levels than the wider market, and have picked out European stocks to buy in ...'",neutral,0.09,0.84,0.07,positive,0.74,0.16,0.1,True,English,2021-08-12,cnbc.com,,
Barclays,Google API,https://www.thestreet.com/investing/upstart-upst-stock-barclays-upgrade-price-target-boost,b'Upstart Stock Climbs on Barclays Upgrade to Overweight and Price Target Boost',"b'Citing ""continued impressive performance,"" a Barclays\' analyst upgraded Upstart Holdings (UPST) - Get Report to overweight from equal weight and boosted his ...'","b'Citing ""continued impressive performance,"" a Barclays\' analyst upgraded Upstart Holdings (UPST) - Get Report to overweight from equal weight and boosted his ...'",positive,0.65,0.14,0.21,negative,0.12,0.07,0.81,True,English,2021-08-13,thestreet.com,,
Barclays,Google API,https://www.investing.com/news/barclays-stick-to-their-sell-rating-for-transocean-ltd-2588971,b'Barclays Stick to Their Sell Rating for Transocean LTD By ...',"b'Barclays (LON:BARC) analyst David Anderson maintained a Sell rating on Transocean LTD on Wednesday, setting a price target of $2.5, which is approximately ...'","b'Barclays (LON:BARC) analyst David Anderson maintained a Sell rating on Transocean LTD on Wednesday, setting a price target of $2.5, which is approximately ...'",neutral,0.01,0.97,0.02,neutral,0.0,1.0,0.0,True,English,2021-08-13,investing.com,,
Barclays,Google API,https://www.investing.com/news/barclays-stick-to-their-buy-rating-for-airbus-group-se-2585188,b'Barclays Stick to Their Buy Rating for Airbus Group SE By ...',"b'Barclays (LON:BARC) analyst Milene Kerner maintained a Buy rating on Airbus Group SE (OTC:EADSF) on Friday, setting a price target of EUR138, ...'","b'Barclays (LON:BARC) analyst Milene Kerner maintained a Buy rating on Airbus Group SE (OTC:EADSF) on Friday, setting a price target of EUR138, ...'",neutral,0.02,0.92,0.06,neutral,0.02,0.96,0.02,True,English,2021-08-10,investing.com,,
Barclays,Google API,https://finance.yahoo.com/news/cornerstone-building-brands-highlights-recent-010400560.html,b'Cornerstone Building Brands Highlights Recent Business Performance at Barclays Building & Building Products Virtual Conference',"b'... Chief Financial Officer, discussed its recent business performance in a fireside chat at the Barclays Building & Building Products Virtual Conference.'","b'... Chief Financial Officer, discussed its recent business performance in a fireside chat at the Barclays Building & Building Products Virtual Conference.'",neutral,0.03,0.97,0.0,neutral,0.0,1.0,0.0,True,English,2021-08-12,finance.yahoo.com,,
