Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
Bank of America,Google API,https://fortune.com/2022/04/08/recession-shock-bank-of-america-delivers-grim-warning-future-inversion-yield-curve-economy-inflation/,b'\xe2\x80\x98Recession shock\xe2\x80\x99: Bank of America is the latest major institution to deliver a grim warning for the future',b'2 days ago',b'2 days ago',negative,0.01,0.03,0.96,neutral,0.19,0.68,0.13,True,English,,fortune.com,,
Bank of America,Google API,https://www.axios.com/recession-shock-bank-of-america-job-market-67887418-0ff1-4345-ba21-ee7f94bf2c34.html,"b'Bank of America warns ""recession shock"" lies ahead'",b'2 days ago',b'2 days ago',negative,0.03,0.36,0.61,neutral,0.19,0.68,0.13,True,English,,axios.com,,
Bank of America,Google API,https://cryptopotato.com/bank-of-america-crypto-can-outperform-stocks-amid-potential-fed-propelled-recession/,b'Bank of America: Crypto Can Outperform Stocks Amid ...',b'1 day ago',b'1 day ago',neutral,0.05,0.87,0.08,neutral,0.19,0.67,0.14,True,English,,cryptopotato.com,,
Bank of America,Google API,https://wtvbam.com/2022/04/06/new-york-ag-calls-on-jpmorgan-bank-of-america-others-to-eliminate-overdraft-fees/,"b'New York AG calls on JPMorgan, Bank of America, others to ...'",b'4 days ago',b'4 days ago',neutral,0.04,0.85,0.11,neutral,0.18,0.69,0.13,True,English,,wtvbam.com,,
Bank of America,Google API,https://www.bizjournals.com/tampabay/news/2022/04/07/tampa-banks-return-to-work.html,b'Bank of America is all in on a five-day-a-week return-to-work ...',b'3 days ago',b'3 days ago',neutral,0.03,0.95,0.03,neutral,0.16,0.71,0.13,True,English,,bizjournals.com,,
Bank of America,Google API,https://www.marketwatch.com/story/state-ags-call-on-jpmorgan-bank-of-america-wells-fargo-to-eliminate-overdraft-fees-2022-04-07,"b'State AGs call on JPMorgan, Bank of America, Wells Fargo to eliminate overdraft fees'",b'3 days ago',b'3 days ago',neutral,0.03,0.82,0.15,neutral,0.16,0.71,0.13,True,English,,marketwatch.com,,
Bank of America,Google API,https://www.prnewswire.com/news-releases/bank-of-america-mobilized-and-deployed-250-billion-in-sustainable-finance-capital-in-2021-301516007.html,b'Bank of America Mobilized and Deployed $250 Billion in ...',b'6 days ago',b'6 days ago',neutral,0.07,0.86,0.06,neutral,0.18,0.7,0.12,True,English,,prnewswire.com,,
Bank of America,Google API,https://www.bankrate.com/finance/credit-cards/bank-of-america-travel-rewards-benefits/,b'Hidden benefits of the Bank of America Travel Rewards card',b'6 days ago',b'6 days ago',neutral,0.15,0.82,0.04,neutral,0.18,0.7,0.12,True,English,,bankrate.com,,
Bank of America,PyNews API,https://www.reuters.com/world/us/us-fed-bars-six-former-bankers-over-covid-grant-fraud-2022-04-05/,b'U.S. Fed bars six former bankers over COVID grant fraud - Reuters',b'The U.S. Federal Reserve on Tuesday said it had barred six former bank executives from Regions Bank and Bank of America Merrill Lynch from the industry for fraudulently obtaining COVID-19 pandemic relief grants.',"b'WASHINGTON, April 5 (Reuters) - The U.S. Federal Reserve on Tuesday said it had barred six former bank executives from Regions Bank and Bank of America Merrill Lynch from the industry for fraudulentl\xe2\x80\xa6 [+437 chars]'",negative,0.02,0.33,0.64,negative,0.02,0.3,0.68,True,English,2022-04-05,reuters.com,,
Bank of America,PyNews API,https://www.reuters.com/legal/transactional/new-york-ag-calls-jpmorgan-bank-america-others-eliminate-overdraft-fees-2022-04-06/,"b'New York AG calls on JPMorgan, Bank of America, others to eliminate overdraft fees - Reuters.com'","b'New York Attorney General Letitia James called on some of the biggest U.S. banks on Wednesday - JPMorgan Chase & Co <a href="""" target=""_blank"">(JPM.N)</a>, Bank of America <a href=""\xe2\x80\xa6'","b'New York Attorney General Letitia James called on some of the biggest U.S. banks on Wednesday - JPMorgan Chase & Co <a href="""" target=""_blank"">(JPM.N)</a>, Bank of America <a href=""\xe2\x80\xa6'",neutral,0.03,0.84,0.14,neutral,0.02,0.88,0.1,True,English,2022-04-05,reuters.com,,
Bank of America,PyNews API,https://www.reuters.com/business/finance/bank-america-backs-sec-proposal-climate-risk-disclosures-2022-04-08/,b'Bank of America backs SEC proposal for climate risk disclosures - Reuters.com',"b'Bank of America <a href="""" target=""_blank"">(BAC.N)</a> on Friday threw its support behind the securities regulator\'s proposal requiring U.S.-listed companies to disclose their climate-related risks and greenhouse gas emi\xe2\x80\xa6'","b'Bank of America <a href="""" target=""_blank"">(BAC.N)</a> on Friday threw its support behind the securities regulator\'s proposal requiring U.S.-listed companies to disclose their climate-related risks and greenhouse gas emi\xe2\x80\xa6'",neutral,0.03,0.61,0.36,negative,0.03,0.44,0.53,True,English,2022-04-05,reuters.com,,
Bank of America,PyNews API,https://www.reuters.com/business/finance/exclusive-idb-may-investigate-chief-over-possible-relationship-with-staffer-2022-04-07/,"b'EXCLUSIVE IDB may investigate chief over possible relationship with staffer, misuse of funds - sources - Reuters'","b""Inter-American Development Bank directors have met to discuss accusations in an anonymous email that the bank's president, Mauricio Claver-Carone, carried out an intimate relationship with a staffer, three sources said.""","b""Inter-American Development Bank directors have met to discuss accusations in an anonymous email that the bank's president, Mauricio Claver-Carone, carried out an intimate relationship with a staffer, three sources said.""",negative,0.02,0.23,0.75,negative,0.01,0.15,0.83,True,English,2022-04-05,reuters.com,,
