Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source
Clearstream,Google API,https://www.marketscreener.com/news/latest/U-S-A-Deadline-for-2021-U-S-withholding-tax-reclaims--36557803/,b'U.S.A.: Deadline for 2021 U.S. withholding tax reclaims',b'Clearstream Banking1 will accept customer applications for refund of tax withheld on U.S. source dividends and interests paid in 2021 until.',b'Clearstream Banking1 will accept customer applications for refund of tax withheld on U.S. source dividends and interests paid in 2021 until.',neutral,0.02,0.86,0.12,neutral,0.35,0.5,0.15,True,English,['Clearstream Banking1'],"['2021 U.S. withholding tax reclaims', 'U.S.A.', 'Deadline', 'U.S. source dividends', 'Clearstream Banking1', 'customer applications', 'refund', 'tax', 'interests']",2021-09-30,marketscreener.com
Clearstream,Google API,https://todaysxm.com/uncategorized/227611/student-rfid-tracking-systems-market-2021-2028-regional-outlook-industry-growth-share-analysis-report-clearstream-dominaterifd-coresonant-systems-pvt-ltd-card-tec-child-safety-and/,b'Student RFID Tracking Systems Market 2021-2028 | Regional ...',b'Inc. Magnasoft Consulting India Pvt. Limited \xe2\x80\x93 Northstar S\xc3\x83 vantData System LLC and Card Tec Clearstream Child Safety Datalogic SpA DominateRIFD. Coresonant...',b'Inc. Magnasoft Consulting India Pvt. Limited \xe2\x80\x93 Northstar S\xc3\x83 vantData System LLC and Card Tec Clearstream Child Safety Datalogic SpA DominateRIFD. Coresonant...',neutral,0.0,1.0,0.0,neutral,0.05,0.92,0.03,True,English,"['Magnasoft Consulting India Pvt. Limited', 'Northstar SÃ vantData System LLC', 'Card Tec Clearstream Child Safety Datalogic SpA DominateRIFD']","['Student RFID Tracking Systems Market', 'Card Tec Clearstream Child Safety Datalogic SpA DominateRIFD.', 'Magnasoft Consulting India Pvt. Limited', 'Northstar SÃ vantData System LLC', 'Inc.', 'Coresonant']",2021-10-02,todaysxm.com
Clearstream,Google API,https://www.thetradenews.com/deutsche-borse-sees-head-of-digital-assets-depart/,b'Deutsche B\xc3\xb6rse sees head of digital assets depart',"b'At Deutsche B\xc3\xb6rse \xe2\x80\x93 which owns and operates Xetra, Eurex and Clearstream \xe2\x80\x93 Seiter focused on using distributed ledger technology (DLT) to build new...'","b'At Deutsche B\xc3\xb6rse \xe2\x80\x93 which owns and operates Xetra, Eurex and Clearstream \xe2\x80\x93 Seiter focused on using distributed ledger technology (DLT) to build new...'",neutral,0.02,0.93,0.05,neutral,0.01,0.99,0.0,True,English,"['Deutsche Börse', 'Deutsche Börse', 'Xetra', 'Eurex', 'Clearstream']","['Deutsche Börse', 'digital assets', 'head', 'Deutsche Börse', 'distributed ledger technology', 'Xetra', 'Eurex', 'Clearstream', 'Seiter', 'DLT', 'new...']",2021-09-28,thetradenews.com
Clearstream,Google API,https://www.globalbankingandfinance.com/global-peripheral-vascular-devices-market-size-analysis-and-top-vendors-medtronic-inc-angiomed-gmbh-co-medizintechnik-kg/,"b'Global Peripheral Vascular Devices Market Size, Analysis, and Top Vendors \xe2\x80\x93 Medtronic , Inc, Angiomed GmbH'",b'ClearStream Technologies Ltd. \xe2\x80\xa2 Aesculap AG \xe2\x80\xa2 Boston Scientific Corporation \xe2\x80\xa2 curative medical devices gmbh \xe2\x80\xa2 Lepu \xe2\x80\xa2 Microport \xe2\x80\xa2 Bioteq.',b'ClearStream Technologies Ltd. \xe2\x80\xa2 Aesculap AG \xe2\x80\xa2 Boston Scientific Corporation \xe2\x80\xa2 curative medical devices gmbh \xe2\x80\xa2 Lepu \xe2\x80\xa2 Microport \xe2\x80\xa2 Bioteq.',neutral,0.0,1.0,0.0,neutral,0.01,0.99,0.0,True,English,"['Medtronic', 'Angiomed GmbH', 'ClearStream Technologies Ltd.', 'Aesculap AG', 'Boston Scientific Corporation', 'curative medical devices gmbh', 'Lepu', 'Microport', 'Bioteq']","['Global Peripheral Vascular Devices', 'Market Size', 'Top Vendors', 'Angiomed GmbH', 'Analysis', 'Medtronic', 'Inc', 'curative medical devices gmbh', 'ClearStream Technologies Ltd', 'Boston Scientific Corporation', 'Aesculap AG', 'Lepu', 'Microport', 'Bioteq.']",2021-10-01,globalbankingandfinance.com
Clearstream,Google API,https://www.businesswire.com/news/home/20210927005681/en/Europcar-Mobility-Group-EC-Finance-plc-Notice-of-Redemption,b'Europcar Mobility Group: EC Finance plc: Notice of Redemption',b'The payment of the Redemption Price in respect of the Notes called for redemption will occur via the procedures of Euroclear and Clearstream.',b'The payment of the Redemption Price in respect of the Notes called for redemption will occur via the procedures of Euroclear and Clearstream.',neutral,0.02,0.97,0.01,neutral,0.05,0.9,0.05,True,English,"['Europcar Mobility Group', 'EC Finance plc', 'Euroclear', 'Clearstream']","['Europcar Mobility Group', 'EC Finance plc', 'Notice', 'Redemption', 'Redemption Price', 'payment', 'respect', 'Notes', 'procedures', 'Euroclear', 'Clearstream']",2021-09-27,businesswire.com
Clearstream,Google API,https://www.thetradenews.com/stonex-appoints-new-head-of-structured-credit-banking-products-from-bofa/,b'StoneX appoints new head of structured credit banking ...',"b'At Deutsche B\xc3\xb6rse \xe2\x80\x93 which owns and operates Xetra, Eurex and Clearstream \xe2\x80\x93 Seiter focused on using distributed ledger technology (DLT) to build new...'","b'At Deutsche B\xc3\xb6rse \xe2\x80\x93 which owns and operates Xetra, Eurex and Clearstream \xe2\x80\x93 Seiter focused on using distributed ledger technology (DLT) to build new...'",neutral,0.0,1.0,0.0,neutral,0.01,0.99,0.0,True,English,"['StoneX', 'Deutsche Börse', 'Xetra', 'Eurex', 'Clearstream']","['structured credit banking', 'new head', 'StoneX', 'Deutsche Börse', 'distributed ledger technology', 'Xetra', 'Eurex', 'Clearstream', 'Seiter', 'DLT', 'new...']",2021-09-28,thetradenews.com
Clearstream,Twitter API,Twitter,"b'PortalezRegis Fi_Gironde Clearstream, y a prescription?'",b'nan',"b'PortalezRegis Fi_Gironde Clearstream, y a prescription?'",neutral,0.47,0.5,0.03,neutral,0.47,0.5,0.03,True,English,[],"['PortalezRegis Fi_Gironde Clearstream', 'prescription', 'PortalezRegis Fi_Gironde Clearstream', 'prescription']",2021-10-03,Unknown
Clearstream,Twitter API,Twitter,b'ambuehts youser404 iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs I\xe2\x80\x99m just glad I\xe2\x80\x99ve seen it now \xf0\x9f\x98\x85.',b'nan',b'ambuehts youser404 iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs I\xe2\x80\x99m just glad I\xe2\x80\x99ve seen it now \xf0\x9f\x98\x85.',positive,0.94,0.05,0.01,positive,0.94,0.05,0.01,True,English,[],"['youser404 iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs', 'youser404 iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'BalanceNoble youser404 iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Which h\xe2\x80\xa6',b'nan',b'BalanceNoble youser404 iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Which h\xe2\x80\xa6',neutral,0.05,0.94,0.01,neutral,0.05,0.94,0.01,True,English,[],"['iamtavaresjones xrpfrog', 'Clearstream BabaCugs', 'BalanceNoble', 'iamtavaresjones xrpfrog', 'Clearstream BabaCugs', 'BalanceNoble']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'youser404 iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs This might help:',b'nan',b'youser404 iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs This might help:',positive,0.83,0.16,0.01,positive,0.83,0.16,0.01,True,English,[],"['youser404 iamtavaresjones xrpfrog', 'Clearstream BabaCugs', 'youser404 iamtavaresjones xrpfrog', 'Clearstream BabaCugs']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Bro I know XRP falls under ISO20\xe2\x80\xa6',b'nan',b'iamtavaresjones xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Bro I know XRP falls under ISO20\xe2\x80\xa6',neutral,0.19,0.73,0.08,neutral,0.19,0.73,0.08,True,English,[],"['Clearstream BabaCugs Bro', 'iamtavaresjones xrpfrog', 'ISO20', 'Clearstream BabaCugs Bro', 'iamtavaresjones xrpfrog', 'ISO20']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'iamtavaresjones BalanceNoble xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs What is the source\xe2\x80\xa6',b'nan',b'iamtavaresjones BalanceNoble xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs What is the source\xe2\x80\xa6',neutral,0.37,0.6,0.03,neutral,0.37,0.6,0.03,True,English,[],"['iamtavaresjones BalanceNoble xrpfrog payment', 'Clearstream BabaCugs', 'source', 'iamtavaresjones BalanceNoble xrpfrog payment', 'Clearstream BabaCugs', 'source']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'BalanceNoble xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Some people just don\xe2\x80\x99t know how to\xe2\x80\xa6',b'nan',b'BalanceNoble xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Some people just don\xe2\x80\x99t know how to\xe2\x80\xa6',positive,0.53,0.36,0.11,positive,0.53,0.36,0.11,True,English,[],"['BalanceNoble xrpfrog payment', 'Clearstream BabaCugs', 'people', 'BalanceNoble xrpfrog payment', 'Clearstream BabaCugs', 'people']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'beeveh1 payment_infrast Clearstream You are forgetting  Algorand $ALGO',b'nan',b'beeveh1 payment_infrast Clearstream You are forgetting  Algorand $ALGO',neutral,0.14,0.75,0.11,neutral,0.14,0.75,0.11,True,English,[],"['beeveh1 payment', 'Clearstream', 'Algorand', 'beeveh1 payment', 'Clearstream', 'Algorand']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'\xf0\x9f\x8e\x89Today we are celebrating Clearstream  FundCentre\xe2\x80\x99s first anniversary. It\xe2\x80\x99s been a busy and successful first year o\xe2\x80\xa6',b'nan',b'\xf0\x9f\x8e\x89Today we are celebrating Clearstream  FundCentre\xe2\x80\x99s first anniversary. It\xe2\x80\x99s been a busy and successful first year o\xe2\x80\xa6',positive,0.83,0.14,0.03,positive,0.83,0.14,0.03,True,English,"['Clearstream  FundCentre', 'Clearstream  FundCentre']","['successful first year', 'first anniversary', 'Clearstream  FundCentre', 'busy', 'successful first year', 'first anniversary', 'Clearstream  FundCentre', 'busy']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,"b'payment_infrast Clearstream Join me on Bybit and get $ 20 USDT bonus!  And also - up to $ 600 bonuses, they are a\xe2\x80\xa6'",b'nan',"b'payment_infrast Clearstream Join me on Bybit and get $ 20 USDT bonus!  And also - up to $ 600 bonuses, they are a\xe2\x80\xa6'",positive,0.97,0.03,0.0,positive,0.97,0.03,0.0,True,English,"['Bybit', 'Bybit']","['$ 20 USDT bonus', 'Bybit', '600 bonuses', '$ 20 USDT bonus', 'Bybit', '600 bonuses']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'BalanceNoble xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Ripple Heard of NO DISCLOSURE AGREEMENT ??',b'nan',b'BalanceNoble xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Ripple Heard of NO DISCLOSURE AGREEMENT ??',neutral,0.14,0.77,0.09,neutral,0.14,0.77,0.09,True,English,[],"['Clearstream BabaCugs Ripple Heard', 'BalanceNoble xrpfrog payment', 'DISCLOSURE AGREEMENT', 'Clearstream BabaCugs Ripple Heard', 'BalanceNoble xrpfrog payment', 'DISCLOSURE AGREEMENT']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'dannymean1982 xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Ripple I\xe2\x80\x99m still waiting for evid\xe2\x80\xa6',b'nan',b'dannymean1982 xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs Ripple I\xe2\x80\x99m still waiting for evid\xe2\x80\xa6',neutral,0.05,0.84,0.11,neutral,0.05,0.84,0.11,True,English,[],"['Clearstream BabaCugs Ripple', 'dannymean1982 xrpfrog', 'evid', 'Clearstream BabaCugs Ripple', 'dannymean1982 xrpfrog', 'evid']",2021-10-01,Unknown
Clearstream,Twitter API,Twitter,b'BalanceNoble xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs I also remember my first beer.',b'nan',b'BalanceNoble xrpfrog payment_infrast unidentifiedta1 Clearstream BabaCugs I also remember my first beer.',positive,0.57,0.41,0.02,positive,0.57,0.41,0.02,True,English,[],"['BalanceNoble xrpfrog payment', 'Clearstream BabaCugs', 'first beer', 'BalanceNoble xrpfrog payment', 'Clearstream BabaCugs', 'first beer']",2021-10-01,Unknown
Euroclear,Google API,https://www.thetradenews.com/euroclear-offers-insight-into-settlement-fails-with-new-data-service/,b'Euroclear offers insight into settlement fails with new data ...',"b""Euroclear's new offering covers a wide array of global securities across asset classes, including 480,000 fixed income instruments, more than 50,000 equities...""","b""Euroclear's new offering covers a wide array of global securities across asset classes, including 480,000 fixed income instruments, more than 50,000 equities...""",negative,0.0,0.01,0.99,neutral,0.01,0.99,0.0,True,English,"['Euroclear', 'Euroclear']","['new data', 'Euroclear', 'insight', 'settlement', '480,000 fixed income instruments', 'new offering', 'wide array', 'global securities', 'asset classes', 'Euroclear', '50,000 equities']",2021-09-27,thetradenews.com
Euroclear,Google API,https://www.globenewswire.com/news-release/2021/09/29/2305702/0/en/Baltic-Horizon-Fund-Euroclear-agreement-will-end-in-12-months.html,b'Baltic Horizon Fund: Euroclear agreement will end in 12 months',"b'Euroclear Sweden AB has notified, due to a strategic decision by Nordea Bank Abp to exit its Nordic sub-custody business, of terminating the affiliation...'","b'Euroclear Sweden AB has notified, due to a strategic decision by Nordea Bank Abp to exit its Nordic sub-custody business, of terminating the affiliation...'",neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,"['Baltic Horizon', 'Euroclear Sweden AB', 'Nordea Bank Abp']","['Baltic Horizon Fund', 'Euroclear agreement', '12 months', 'Euroclear Sweden AB', 'Nordea Bank Abp', 'Nordic sub-custody business', 'strategic decision', 'affiliation']",2021-09-29,globenewswire.com
Euroclear,Google API,https://mondovisione.com/media-and-resources/news/archax-subsidiary-montis-digital-to-launch-blockchain-based-digital-post-trade-i/,b'Archax Subsidiary Montis Digital To Launch Blockchain Based Digital Post-Trade Infrastructure - Former EY And Euroclear Industry Veteran Martin Watkins Appointed As CEO',b'',b'Archax Subsidiary Montis Digital To Launch Blockchain Based Digital Post-Trade Infrastructure - Former EY And Euroclear Industry Veteran Martin Watkins Appointed As CEO',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['Archax', 'Montis Digital', 'EY', 'Archax', 'Montis Digital', 'EY']","['Euroclear Industry Veteran Martin Watkins', 'Archax Subsidiary Montis', 'Digital Post-Trade Infrastructure', 'Former EY', 'Blockchain', 'CEO', 'Euroclear Industry Veteran Martin Watkins', 'Archax Subsidiary Montis', 'Digital Post-Trade Infrastructure', 'Former EY', 'Blockchain', 'CEO']",2021-09-28,mondovisione.com
