Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source
EUREX,Google API,https://www.businesswire.com/news/home/20210720005741/en/TNS-Expands-Eurex-and-Xetra-Access-to-Non-Members,b'TNS Expands Eurex and Xetra Access to Non-Members',"b'TNS, which has provided managed hosting, colocation and connectivity services to Eurex and Xetra member organizations since 2018, will leverage its established ...'","b'TNS, which has provided managed hosting, colocation and connectivity services to Eurex and Xetra member organizations since 2018, will leverage its established ...'",neutral,0.0,1.0,0.0,neutral,0.01,0.99,0.0,True,English,"['TNS', 'Eurex', 'TNS', 'Eurex', 'Xetra']","['TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members', 'Xetra member organizations', 'connectivity services', 'TNS', 'hosting', 'colocation', 'Eurex']",2021-07-20,businesswire.com
EUREX,Google API,https://www.globenewswire.com/news-release/2021/07/21/2266353/6948/en/Nasdaq-Reports-Second-Quarter-2021-Results-Delivers-21-Increase-in-Revenue-Compared-to-Prior-Year.html,b'Nasdaq Reports Second Quarter 2021 Results; Delivers 21%',b'(1) Includes Finnish option contracts traded on Eurex for which Nasdaq and Eurex have a revenue sharing arrangement. (2) Includes transactions executed on ...',b'(1) Includes Finnish option contracts traded on Eurex for which Nasdaq and Eurex have a revenue sharing arrangement. (2) Includes transactions executed on ...',neutral,0.02,0.87,0.11,neutral,0.02,0.97,0.01,True,English,"['Nasdaq', 'Eurex', 'Nasdaq', 'Eurex']","['Second Quarter 2021 Results', 'Nasdaq Reports', 'Delivers', 'Finnish option contracts', 'sharing arrangement', 'Eurex', 'Nasdaq', 'revenue', 'transactions']",2021-07-21,globenewswire.com
EUREX,Bing API,http://www.financial.de/news/unternehmensnews/business-wire-news-tns-expands-eurex-and-xetra-access-to-non-members/,b'Business Wire News: TNS Expands Eurex and Xetra Access to Non-Members',b'None',b'Business Wire News: TNS Expands Eurex and Xetra Access to Non-Members',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['TNS', 'Eurex', 'Xetra', 'TNS', 'Eurex', 'Xetra']","['Business Wire News', 'TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members', 'Business Wire News', 'TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members']",2021-07-20,financial.de
EUREX,Bing API,https://www.finanztreff.de/news/business-wire-tns-expands-eurex-and-xetra-access-to-non-members/25420190,b'BUSINESS WIRE: TNS Expands Eurex and Xetra Access to Non-Members',b'None',b'BUSINESS WIRE: TNS Expands Eurex and Xetra Access to Non-Members',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['TNS', 'Eurex', 'Xetra', 'TNS', 'Eurex', 'Xetra']","['BUSINESS WIRE', 'TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members', 'BUSINESS WIRE', 'TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members']",2021-07-20,finanztreff.de
EUREX,Bing API,https://www.yahoo.com/now/tns-expands-eurex-xetra-access-130300614.html,b'TNS Expands Eurex and Xetra Access to Non-Members',b'TNS revealed today that it is working with Deutsche B\xc3\xb6rse to provide access to Eurex and Xetra market data for non-member organizations.',b'TNS revealed today that it is working with Deutsche B\xc3\xb6rse to provide access to Eurex and Xetra market data for non-member organizations.',neutral,0.0,1.0,0.0,neutral,0.0,0.99,0.01,True,English,"['TNS', 'Eurex', 'TNS', 'Deutsche Börse', 'Eurex', 'Xetra']","['TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members', 'Deutsche Börse', 'Xetra market data', 'non-member organizations', 'TNS', 'access', 'Eurex']",2021-07-20,yahoo.com
EUREX,Twitter API,Twitter,"b""Eurex DAX (FDX) has a high level of Seasonal Depth based it's Aggregate seasonal charts [more]""",b'nan',"b""Eurex DAX (FDX) has a high level of Seasonal Depth based it's Aggregate seasonal charts [more]""",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,"['Eurex DAX', 'Eurex DAX']","['Aggregate seasonal charts', 'Seasonal Depth', 'Eurex DAX', 'high level', 'FDX', 'Aggregate seasonal charts', 'Seasonal Depth', 'Eurex DAX', 'high level', 'FDX']",2021-07-23,Unknown
EUREX,Twitter API,Twitter,b'TNS Expands Eurex and Xetra Access to Non-Members',b'nan',b'TNS Expands Eurex and Xetra Access to Non-Members',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['TNS', 'Eurex', 'TNS', 'Eurex']","['TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members', 'TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members']",2021-07-21,Unknown
EUREX,Twitter API,Twitter,b'EurexGroup The main factor for introducing the two new high quality Green Bond baskets is to support measures that\xe2\x80\xa6',b'nan',b'EurexGroup The main factor for introducing the two new high quality Green Bond baskets is to support measures that\xe2\x80\xa6',neutral,0.38,0.62,0.0,neutral,0.38,0.62,0.0,True,English,"['EurexGroup', 'EurexGroup']","['two new high quality Green Bond baskets', 'main factor', 'EurexGroup', 'measures', 'two new high quality Green Bond baskets', 'main factor', 'EurexGroup', 'measures']",2021-07-21,Unknown
EUREX,Twitter API,Twitter,b'Continuously evolving: our selective RfQ platform  EurexEnLight! Want to know more about the developments in the fi\xe2\x80\xa6',b'nan',b'Continuously evolving: our selective RfQ platform  EurexEnLight! Want to know more about the developments in the fi\xe2\x80\xa6',positive,0.48,0.39,0.13,positive,0.48,0.39,0.13,True,English,[],"['selective RfQ platform', 'EurexEnLight', 'developments', 'selective RfQ platform', 'EurexEnLight', 'developments']",2021-07-21,Unknown
EUREX,Twitter API,Twitter,b'TNS Expands Eurex And Xetra Access To Non-Members',b'nan',b'TNS Expands Eurex And Xetra Access To Non-Members',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['TNS', 'Eurex', 'Xetra', 'TNS', 'Eurex', 'Xetra']","['TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members', 'TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members']",2021-07-20,Unknown
EUREX,Twitter API,Twitter,b'TNS Expands Eurex and Xetra Access to Non-Members',b'nan',b'TNS Expands Eurex and Xetra Access to Non-Members',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['TNS', 'Eurex', 'TNS', 'Eurex']","['TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members', 'TNS Expands', 'Xetra Access', 'Eurex', 'Non-Members']",2021-07-20,Unknown
EUREX,Twitter API,Twitter,b'FDAX  DAX (from  EUREX) seen near its last daily low..... (1 min time frame)The market maker brings out the heav\xe2\x80\xa6',b'nan',b'FDAX  DAX (from  EUREX) seen near its last daily low..... (1 min time frame)The market maker brings out the heav\xe2\x80\xa6',neutral,0.02,0.96,0.02,neutral,0.02,0.96,0.02,True,English,"['FDAX', 'FDAX']","['last daily low', 'FDAX  DAX', 'market maker', 'EUREX', 'heav', 'last daily low', 'FDAX  DAX', 'market maker', 'EUREX', 'heav']",2021-07-20,Unknown
Danske Bank,Google API,https://www.fxstreet.com/news/ecb-july-meeting-was-a-non-event-for-fx-markets-danske-bank-202107221437,b'ECB: July meeting was a non-event for FX markets \xe2\x80\x93 Danske ...',b'',b'ECB: July meeting was a non-event for FX markets \xe2\x80\x93 Danske ...',neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,,,2021-07-22,fxstreet.com
Danske Bank,Google API,https://www.reuters.com/article/eurozone-bonds/refile-update-4-euro-zone-bond-yields-fall-as-ecb-elaborates-new-strategy-idUSL8N2OY1XY,b'REFILE-UPDATE 4-Euro zone bond yields fall as ECB elaborates new strategy',"b'The European Central Bank, in its first official policy statement since it ... the support,\xe2\x80\x9d said Piet Haines Christiansen, chief strategist at Danske Bank.'","b'The European Central Bank, in its first official policy statement since it ... the support,\xe2\x80\x9d said Piet Haines Christiansen, chief strategist at Danske Bank.'",neutral,0.0,1.0,0.0,neutral,0.21,0.77,0.02,True,English,,,2021-07-22,reuters.com
Danske Bank,Google API,https://kfgo.com/2021/07/22/ecb-pledges-record-low-rates-to-reach-2-inflation/,b'ECB pledges record low rates to reach 2% inflation',"b'PIET HAINES CHRISTIANSEN, CHIEF STRATEGIST, DANSKE BANK, COPENHAGEN. \xe2\x80\x9cThis is more aligned to the new strategy outcome rather than a new policy signal.'","b'PIET HAINES CHRISTIANSEN, CHIEF STRATEGIST, DANSKE BANK, COPENHAGEN. \xe2\x80\x9cThis is more aligned to the new strategy outcome rather than a new policy signal.'",neutral,0.01,0.93,0.06,neutral,0.02,0.88,0.1,True,English,,,2021-07-22,kfgo.com
