Searchword,Searchword_ID,API,URL,Date,Title,Summary,Article,Topics,Verified,Language,Source,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,NER,key
BNP Paribas,1,Google API,https://www.investmentweek.co.uk/news/4032355/bnp-paribas-launches-ecosystem-restoration-fund,2021-06-07 07:25:31.877970,BNP Paribas launches Ecosystem Restoration fund,"BNP Paribas Asset Management (BNPP AM) has launched an Ecosystem Restoration fund, which invests in companies proactively trying to improve biodiversity ...","BNP Paribas Asset Management (BNPP AM) has launched an Ecosystem Restoration fund, which invests in companies proactively trying to improve biodiversity ...","['Ecosystem Restoration fund', 'BNP Paribas', 'BNP Paribas Asset Management', 'Ecosystem Restoration fund', 'BNPP AM', 'companies', 'biodiversity']",True,English,investmentweek.co.uk,neutral,0.01,0.99,0.0,positive,0.49,0.49,0.02,"['BNP Paribas', 'BNP Paribas Asset Management', 'BNPP AM']",LCH SA
BNP Paribas,1,Google API,https://timesofindia.indiatimes.com/business/india-business/beaufort-to-head-bnp-paribas-india/articleshow/83111265.cms,2021-05-31 12:25:31.880295,Beaufort to head BNP Paribas India,"Beaufort to head BNP Paribas India. Mayur Shetty / TNN / May 31, 2021, 15:10 IST. FacebookTwitter ...","Beaufort to head BNP Paribas India. Mayur Shetty / TNN / May 31, 2021, 15:10 IST. FacebookTwitter ...","['BNP Paribas India', 'Beaufort', 'BNP Paribas India', 'Mayur Shetty', 'Beaufort', 'TNN', 'FacebookTwitter']",True,English,timesofindia.indiatimes.com,neutral,0.03,0.96,0.01,neutral,0.01,0.98,0.01,"['BNP Paribas India', 'BNP Paribas India', 'TNN', 'FacebookTwitter']",LCH SA
BNP Paribas,1,Google API,https://www.finextra.com/pressarticle/87876/bnp-paribas-and-solar-impulse-launch-an-investment-fund-dedicated-to-clean-tech-startups,2021-06-02 12:25:31.887864,BNP Paribas and Solar Impulse launch an investment fund ...,"BNP Paribas and the Solar Impulse Foundation, created by Bertrand Piccard, are launching a new investment fund dedicated to supporting clean tech, innovative ...","BNP Paribas and the Solar Impulse Foundation, created by Bertrand Piccard, are launching a new investment fund dedicated to supporting clean tech, innovative ...","['BNP Paribas', 'Solar Impulse', 'investment fund', 'Solar Impulse Foundation', 'new investment fund', 'clean tech, innovative ...', 'BNP Paribas', 'Bertrand Piccard']",True,English,finextra.com,neutral,0.01,0.99,0.0,neutral,0.09,0.91,0.0,"['BNP Paribas', 'Solar Impulse', 'BNP Paribas', 'Solar Impulse Foundation']",LCH SA
BNP Paribas,1,Google API,https://www.taxscan.in/ca-vacancy-in-bnp-paribas/116874/,2021-06-01 12:25:31.889936,CA vacancy in BNP Paribas,The BNP Paribas has invited applications for the post of Associate Level 1 -Financial Accounting and Reporting. BNP Paribas is a top-ranking bank in Europe ...,The BNP Paribas has invited applications for the post of Associate Level 1 -Financial Accounting and Reporting. BNP Paribas is a top-ranking bank in Europe ...,"['CA vacancy', 'BNP Paribas', 'The BNP Paribas', 'Financial Accounting', 'top-ranking bank', 'applications', 'post', 'Reporting', 'Europe']",True,English,taxscan.in,neutral,0.03,0.95,0.02,neutral,0.01,0.99,0.0,"['BNP Paribas', 'BNP Paribas', 'BNP Paribas']",LCH SA
BNP Paribas,1,Google API,https://investors-corner.bnpparibas-am.com/investing/how-can-stewardship-help-tackle-biodiversity-loss-video/,2021-06-02 12:25:31.891778,How can stewardship help tackle biodiversity loss? (video ...,"As an investor, BNP Paribas Asset Management believes it cannot address one without considering the other in conversations with the companies we invest in ...","As an investor, BNP Paribas Asset Management believes it cannot address one without considering the other in conversations with the companies we invest in ...","['biodiversity loss', 'stewardship', 'video', 'BNP Paribas Asset Management', 'investor', 'conversations', 'companies']",True,English,investors-corner.bnpparibas-am.com,neutral,0.2,0.78,0.02,neutral,0.18,0.67,0.15,['BNP Paribas Asset Management'],LCH SA
BNP Paribas,1,Google API,https://www.digitaljournal.com/pr/trade-finance-market-to-see-huge-growth-by-2026-bnp-paribas-bank-of-china-citigroup-china-exim-bank,2021-06-05 12:25:31.897869,Trade Finance Market to See Huge Growth by 2026 | BNP ...,"Some of the key players profiled in the study are BNP Paribas, Bank of China, Citigroup Inc, China Exim Bank, ICBC, JPMorgan Chase & Co, Mizuho Financial ...","Some of the key players profiled in the study are BNP Paribas, Bank of China, Citigroup Inc, China Exim Bank, ICBC, JPMorgan Chase & Co, Mizuho Financial ...","['Trade Finance Market', 'Huge Growth', 'BNP', 'China Exim Bank', 'key players', 'BNP Paribas', 'Citigroup Inc', 'JPMorgan Chase', 'Mizuho Financial', 'study', 'ICBC', 'Co']",True,English,digitaljournal.com,positive,0.68,0.31,0.01,neutral,0.01,0.99,0.0,"['BNP', 'BNP Paribas', 'Bank of China', 'Citigroup Inc', 'China Exim Bank', 'ICBC', 'JPMorgan Chase & Co', 'Mizuho Financial']",LCH SA
BNP Paribas,1,Google API,https://investors-corner.bnpparibas-am.com/markets/market-weekly-european-equities-about-to-catch-up-podcast/,2021-05-31 12:25:31.899744,Market weekly – European equities: About to catch up ...,This Market weekly is part of the BNP Paribas Asset Management podcast series on our investment views and strategies. Also read the related article on the ...,This Market weekly is part of the BNP Paribas Asset Management podcast series on our investment views and strategies. Also read the related article on the ...,"['Market weekly', 'European equities', 'BNP Paribas Asset Management podcast series', 'investment views', 'related article', 'Market', 'weekly', 'part', 'strategies']",True,English,investors-corner.bnpparibas-am.com,neutral,0.01,0.98,0.01,neutral,0.03,0.97,0.0,['BNP Paribas Asset Management'],LCH SA
BNP Paribas,1,Google API,https://www.globallegalchronicle.com/global-payments-s-r-o-and-bnp-paribas-fortiss-acquisition-of-worldlines-business-assets/,2021-06-01 12:25:31.903056,Global Payments s.r.o. and BNP Paribas Fortis's Acquisition Of ...,"... Global Payments s.r.o. (“GPSRO”), and in Belgium and Luxembourg to BNP Paribas Fortis (“BNPPF”). The divestment represents an important milestone in ...","... Global Payments s.r.o. (“GPSRO”), and in Belgium and Luxembourg to BNP Paribas Fortis (“BNPPF”). The divestment represents an important milestone in ...","['BNP Paribas Fortis', 'Global Payments', 'Acquisition', 'BNP Paribas Fortis', 'Global Payments', 'important milestone', 'GPSRO', 'Belgium', 'Luxembourg', 'BNPPF', 'divestment']",True,English,globallegalchronicle.com,neutral,0.01,0.98,0.01,neutral,0.03,0.96,0.01,"['Global Payments s.r.o.', 'BNP Paribas Fortis', 'Global Payments s.r.o.', 'GPSRO', 'BNP Paribas Fortis', 'BNPPF']",LCH SA
BNP Paribas,1,Google API,https://investors-corner.bnpparibas-am.com/markets/european-equities-closing-the-gap/,2021-05-31 12:25:31.908037,European equities – Closing the gap - Investors' Corner,BNP AM. The official blog of BNP Paribas Asset Management. 0 items. Search. English · French · German · Home · Markets · Economics · Investing · Our authors ...,BNP AM. The official blog of BNP Paribas Asset Management. 0 items. Search. English · French · German · Home · Markets · Economics · Investing · Our authors ...,"['European equities', ""Investors' Corner"", 'gap', 'BNP Paribas Asset Management', 'BNP AM', 'official blog', '0 items', 'Search', 'English', 'French', 'Home', 'Markets', 'Economics', 'Investing', 'authors']",True,English,investors-corner.bnpparibas-am.com,neutral,0.01,0.98,0.01,neutral,0.07,0.9,0.03,"['Investors', 'BNP AM', 'BNP Paribas Asset Management']",LCH SA
BNP Paribas,1,PyNews API,https://www.moneycontrol.com/news/business/bnp-paribas-appoints-new-head-of-territory-for-india-6963531.html,2021-05-31,BNP Paribas appoints new head of territory for India,"A 30-year veteran of BNP Paribas, he has served as CEO of BNP Paribas India branches and led CIB in India since December 2019.",BNP Paribas announced that Aymar de Liedekerke Beaufort will take on the role of Head of Territory for India while retaining his role as Head of Corporate and Institutional Banking (CIB). This will t… [+1012 chars],"['BNP Paribas', 'new head', 'territory', 'India', 'Aymar de Liedekerke Beaufort', 'BNP Paribas', 'Institutional Banking', 'role', 'Head', 'Territory', 'India', 'Corporate', 'CIB', '1012 chars']",True,English,moneycontrol.com,neutral,0.01,0.99,0.0,neutral,0.01,0.96,0.03,"['BNP Paribas', 'BNP Paribas']",LCH SA
