Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,Date,Source,NER,Topics
HSBC,Google API,https://www.lpga.com/news/2022/jin-young-ko-takes-record-breaking-win-at-hsbc-womens-world-championship,b'Jin Young Ko Takes Record-Breaking Win at HSBC Womens ...',b'1 week ago',b'1 week ago',neutral,0.08,0.88,0.04,neutral,0.17,0.73,0.1,True,English,,lpga.com,,
HSBC,Google API,https://www.golfdigest.com/story/here-is-the-prize-money-payout-for-each-golfer-at-the-2022-hsbc-womens-world-championship,"b""Here is the prize money payout for each golfer at the 2022 HSBC Women's World Championship""",b'1 week ago',b'1 week ago',neutral,0.03,0.94,0.03,neutral,0.17,0.73,0.1,True,English,,golfdigest.com,,
HSBC,Google API,https://golf.com/news/jin-young-ko-record-breaking-win-hsbc/,"b""Jin Young Ko shatters records in HSBC Women's Championship win""",b'1 week ago',b'1 week ago',neutral,0.05,0.49,0.46,neutral,0.17,0.73,0.1,True,English,,golf.com,,
HSBC,Google API,https://www.livemint.com/companies/cci-clears-hsbc-s-425-million-purchase-of-l-t-investment-11646917835956.html,b'CCI clears HSBC\xe2\x80\x99s $425 million purchase of L&T Investment',b'3 days ago',b'3 days ago',neutral,0.05,0.87,0.08,neutral,0.16,0.71,0.13,True,English,,livemint.com,,
HSBC,Google API,https://www.cnn.com/2022/03/07/golf/ko-jin-young-breaks-records-spt-intl/index.html,"b""World No. 1 Ko Jin-young shatters records in HSBC Women's World Championship win""",b'6 days ago',b'6 days ago',neutral,0.06,0.52,0.42,neutral,0.18,0.7,0.12,True,English,,cnn.com,,
HSBC,Google API,https://www.cityam.com/exclusive-hsbc-customers-threaten-to-switch-banks-unless-it-cuts-russian-oil-ties/,b'Exclusive: HSBC customers threaten to switch banks unless it ...',b'2 days ago',b'2 days ago',negative,0.01,0.22,0.76,neutral,0.19,0.68,0.13,True,English,,cityam.com,,
HSBC,Google API,https://www.theedgemarkets.com/article/hsbc-invests-rm1b-open-new-office-trx,b'HSBC invests RM1b to open new head office in TRX',b'6 days ago',b'6 days ago',neutral,0.02,0.97,0.01,neutral,0.18,0.7,0.12,True,English,,theedgemarkets.com,,
HSBC,Google API,https://www.dailyrecord.co.uk/lifestyle/money/hsbc-launches-new-retirement-calculator-26413121,b'HSBC UK launches new online retirement calculator and ...',b'5 days ago',b'5 days ago',neutral,0.02,0.97,0.01,neutral,0.17,0.71,0.12,True,English,,dailyrecord.co.uk,,
HSBC,Google API,https://www.finextra.com/pressarticle/91766/milltechfx-adds-ex-hsbc-ceo-to-advisory-board,b'MillTechFX adds ex-HSBC CEO to advisory board',b'5 days ago',b'5 days ago',neutral,0.04,0.92,0.04,neutral,0.17,0.71,0.12,True,English,,finextra.com,,
HSBC,Google API,https://loyaltylobby.com/2022/03/10/ihg-taiwan-15-off-hsbc-partner-rate-through-december-31-2022/,b'IHG Taiwan 15% Off HSBC Partner Rate Through December ...',b'2 days ago',b'2 days ago',neutral,0.02,0.97,0.01,neutral,0.19,0.68,0.13,True,English,,loyaltylobby.com,,
